Sample ID	Series Accession	Study Title	Condition	Related Sample	PMID
an020002	GSE154865	Identification of three enzymes of the vanillin and vanillic acid metabolic pathway in the filamentous fungi Aspergillus niger	N402 Incubation on coniferyl alcohol   2h	GSM4681732,GSM4681733	34344380
an020003	GSE154865	Identification of three enzymes of the vanillin and vanillic acid metabolic pathway in the filamentous fungi Aspergillus niger	N402 Incubation on vanillic acid   2h	GSM4681734,GSM4681735	34344380
an020004	GSE154865	Identification of three enzymes of the vanillin and vanillic acid metabolic pathway in the filamentous fungi Aspergillus niger	N402 Incubation on veratric acid   2h	GSM4681736,GSM4681737	34344380
an021001	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	ku70  incubation on inulin   40h 	GSM6190805,GSM6190806,GSM6190807	37108893
an021002	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	amyR mutant Incubation on inulin   40h 	GSM6190808,GSM6190809,GSM6190810	37108893
an021003	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	inuR mutant Incubation on inulin   40h 	GSM6190811,GSM6190812,GSM6190813	37108893
an021004	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	amyR & inuR mutant Incubation on inulin   40h 	GSM6190814,GSM6190815,GSM6190816	37108893
an021005	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	ku70  incubation on sucrose   40h 	GSM6190817,GSM6190818,GSM6190819	37108893
an021006	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	amyR mutant  incubation on sucrose   40h 	GSM6190820,GSM6190821,GSM6190822	37108893
an021007	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	inuR mutant  incubation on sucrose   40h 	GSM6190823,GSM6190824,GSM6190825	37108893
an021008	GSE204768	Regulation of inulin and sucrose utilization by Aspergillus niger AmyR and InuR	amyR & inuR mutant  incubation on sucrose   40h 	GSM6190826,GSM6190827,GSM6190828	37108893
