Gene	GOID	ONTOLOGY	TERM
ANI_1_1358104	GO:0030170	MF	pyridoxal phosphate binding
ANI_1_1358104	GO:0009058	BP	biosynthetic process
ANI_1_1358104	GO:0003824	MF	catalytic activity
ANI_1_1358124	GO:0016887	MF	ATPase activity
ANI_1_1358124	GO:0005524	MF	ATP binding
ANI_1_1358124	GO:0055085	BP	transmembrane transport
ANI_1_1358124	GO:0042626	MF	ATPase-coupled transmembrane transporter activity
ANI_1_1358124	GO:0005524	MF	ATP binding
ANI_1_1358124	GO:0016021	CC	integral component of membrane
ANI_1_1358124	GO:0016020	CC	membrane
ANI_1_1358134	GO:0071467	BP	cellular response to pH
ANI_1_1358144	GO:0016810	MF	hydrolase activity
ANI_1_1358144	GO:0006807	BP	 acting on carbon-nitrogen (but not peptide) bonds
ANI_1_1358164	GO:0016301	MF	kinase activity
ANI_1_1358164	GO:0032958	BP	inositol phosphate biosynthetic process
ANI_1_1360034	GO:0005634	CC	nucleus
ANI_1_1360034	GO:0006351	BP	transcription
ANI_1_1360034	GO:0003677	MF	 DNA-templated
ANI_1_1360034	GO:0008270	MF	DNA binding
ANI_1_1360084	GO:0030170	MF	pyridoxal phosphate binding
ANI_1_1360084	GO:0008483	MF	transaminase activity
ANI_1_1360084	GO:0003824	MF	catalytic activity
ANI_1_1360094	GO:0004518	MF	nuclease activity
ANI_1_1360094	GO:0016788	MF	hydrolase activity
ANI_1_1360094	GO:0003824	MF	 acting on ester bonds
ANI_1_1360094	GO:0003677	MF	catalytic activity
ANI_1_1360104	GO:0016747	MF	transferase activity
ANI_1_1360124	GO:0015689	BP	molybdate ion transport
ANI_1_1360124	GO:0015098	MF	molybdate ion transmembrane transporter activity
ANI_1_1360134	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
ANI_1_1360134	GO:0005669	CC	transcription factor TFIID complex
ANI_1_1360134	GO:0005669	CC	transcription factor TFIID complex
ANI_1_1360144	GO:0003824	MF	catalytic activity
ANI_1_1360164	GO:0031047	BP	gene silencing by RNA
ANI_1_1360164	GO:0033167	CC	ARC complex
ANI_1_1360184	GO:0003723	MF	RNA binding
ANI_1_1360184	GO:0005634	CC	nucleus
ANI_1_1360184	GO:0042255	BP	ribosome assembly
ANI_1_136074	GO:0042407	BP	cristae formation
ANI_1_136074	GO:0044284	CC	mitochondrial crista junction
ANI_1_136074	GO:0061617	CC	MICOS complex
ANI_1_136114	GO:0055114	BP	oxidation-reduction process
ANI_1_136114	GO:0016491	MF	oxidoreductase activity
ANI_1_136114	GO:0008270	MF	zinc ion binding
ANI_1_136114	GO:0055114	BP	oxidation-reduction process
ANI_1_136114	GO:0016491	MF	oxidoreductase activity
ANI_1_136174	GO:0003824	MF	catalytic activity
ANI_1_136174	GO:0031177	MF	phosphopantetheine binding
ANI_1_136184	GO:0009055	MF	electron transfer activity
ANI_1_136184	GO:0015035	MF	protein disulfide oxidoreductase activity
ANI_1_1362014	GO:0019836	BP	hemolysis by symbiont of host erythrocytes
ANI_1_1362024	GO:0005216	MF	ion channel activity
ANI_1_1362024	GO:0006811	BP	ion transport
ANI_1_1362024	GO:0016021	CC	integral component of membrane
ANI_1_1362034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1362034	GO:0055085	BP	transmembrane transport
ANI_1_1362034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1362064	GO:0008080	MF	N-acetyltransferase activity
ANI_1_1362084	GO:0055114	BP	oxidation-reduction process
ANI_1_1362084	GO:0016491	MF	oxidoreductase activity
ANI_1_1362094	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1362094	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1362094	GO:0008270	MF	host cell nucleus
ANI_1_1362094	GO:0006355	BP	zinc ion binding
ANI_1_1362104	GO:0022857	MF	transmembrane transporter activity
ANI_1_1362104	GO:0022857	MF	transmembrane transporter activity
ANI_1_1362104	GO:0055085	BP	transmembrane transport
ANI_1_1362104	GO:0016021	CC	integral component of membrane
ANI_1_1362184	GO:0005515	MF	protein binding
ANI_1_1364034	GO:0071949	MF	FAD binding
ANI_1_1364064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1364064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1364064	GO:0055085	BP	transmembrane transport
ANI_1_1364084	GO:0051287	MF	NAD binding
ANI_1_1364084	GO:0055114	BP	oxidation-reduction process
ANI_1_1364084	GO:0016616	MF	oxidoreductase activity
ANI_1_1364084	GO:0055114	BP	 acting on the CH-OH group of donors
ANI_1_1364084	GO:0051287	MF	 NAD or NADP as acceptor
ANI_1_1364094	GO:0016627	MF	oxidoreductase activity
ANI_1_1364094	GO:0055114	BP	 acting on the CH-CH group of donors
ANI_1_1364094	GO:0050660	MF	oxidation-reduction process
ANI_1_1364094	GO:0016627	MF	flavin adenine dinucleotide binding
ANI_1_1364094	GO:0055114	BP	oxidoreductase activity
ANI_1_1364094	GO:0055114	BP	 acting on the CH-CH group of donors
ANI_1_1364094	GO:0016627	MF	oxidation-reduction process
ANI_1_1364094	GO:0050660	MF	oxidation-reduction process
ANI_1_1364094	GO:0055114	BP	oxidoreductase activity
ANI_1_1364094	GO:0016627	MF	 acting on the CH-CH group of donors
ANI_1_1364104	GO:0004650	MF	polygalacturonase activity
ANI_1_1364104	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1364134	GO:0003824	MF	catalytic activity
ANI_1_1364164	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1364164	GO:0016810	MF	hydrolase activity
ANI_1_1364164	GO:0005975	BP	 acting on carbon-nitrogen (but not peptide) bonds
ANI_1_1364164	GO:0003824	MF	carbohydrate metabolic process
ANI_1_1364184	GO:0016021	CC	integral component of membrane
ANI_1_1366034	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1366034	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1366034	GO:0008270	MF	host cell nucleus
ANI_1_1366034	GO:0006355	BP	zinc ion binding
ANI_1_1366034	GO:0005634	CC	regulation of transcription
ANI_1_1366034	GO:0006351	BP	 DNA-templated
ANI_1_1366034	GO:0003677	MF	nucleus
ANI_1_1366034	GO:0008270	MF	transcription
ANI_1_1366074	GO:0006914	BP	autophagy
ANI_1_1366074	GO:0030242	BP	autophagy of peroxisome
ANI_1_1366074	GO:0006914	BP	autophagy
ANI_1_1366084	GO:0016491	MF	oxidoreductase activity
ANI_1_1366084	GO:0055114	BP	oxidation-reduction process
ANI_1_1366084	GO:0008270	MF	zinc ion binding
ANI_1_1366084	GO:0055114	BP	oxidation-reduction process
ANI_1_1366084	GO:0016491	MF	oxidoreductase activity
ANI_1_1366124	GO:0005506	MF	iron ion binding
ANI_1_1366124	GO:0055114	BP	oxidation-reduction process
ANI_1_1366124	GO:0020037	MF	heme binding
ANI_1_1366124	GO:0016705	MF	oxidoreductase activity
ANI_1_1366124	GO:0016705	MF	 acting on paired donors
ANI_1_1366124	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
ANI_1_1366144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1366144	GO:0055085	BP	transmembrane transport
ANI_1_1366144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1366164	GO:0016192	BP	vesicle-mediated transport
ANI_1_1366164	GO:0030123	CC	AP-3 adaptor complex
ANI_1_1366164	GO:0016192	BP	vesicle-mediated transport
ANI_1_1366164	GO:0006886	BP	intracellular protein transport
ANI_1_1366164	GO:0030117	CC	membrane coat
ANI_1_1366164	GO:0016192	BP	vesicle-mediated transport
ANI_1_1368014	GO:0005506	MF	iron ion binding
ANI_1_1368014	GO:0055114	BP	oxidation-reduction process
ANI_1_1368014	GO:0008610	BP	lipid biosynthetic process
ANI_1_1368014	GO:0016491	MF	oxidoreductase activity
ANI_1_1368034	GO:0005515	MF	protein binding
ANI_1_1368124	GO:0003723	MF	RNA binding
ANI_1_1368164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1368164	GO:0055085	BP	transmembrane transport
ANI_1_1370034	GO:0003824	MF	catalytic activity
ANI_1_1370084	GO:0055114	BP	oxidation-reduction process
ANI_1_1370084	GO:0016491	MF	oxidoreductase activity
ANI_1_1370084	GO:0016620	MF	oxidoreductase activity
ANI_1_1370084	GO:0055114	BP	 acting on the aldehyde or oxo group of donors
ANI_1_1370084	GO:0016491	MF	 NAD or NADP as acceptor
ANI_1_1370094	GO:0008168	MF	methyltransferase activity
ANI_1_1370124	GO:0003676	MF	nucleic acid binding
ANI_1_1370124	GO:0005524	MF	ATP binding
ANI_1_1370164	GO:0016872	MF	intramolecular lyase activity
ANI_1_1370184	GO:0005524	MF	ATP binding
ANI_1_1370184	GO:0016787	MF	hydrolase activity
ANI_1_1372034	GO:0005758	CC	mitochondrial intermembrane space
ANI_1_1372064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1372064	GO:0055085	BP	transmembrane transport
ANI_1_1372064	GO:0016021	CC	integral component of membrane
ANI_1_1372064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1372064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1372064	GO:0055085	BP	transmembrane transport
ANI_1_1372064	GO:0016020	CC	membrane
ANI_1_1372094	GO:0007062	BP	sister chromatid cohesion
ANI_1_1372094	GO:0000070	BP	mitotic sister chromatid segregation
ANI_1_1372094	GO:0045132	BP	meiotic chromosome segregation
ANI_1_1372094	GO:0016407	MF	acetyltransferase activity
ANI_1_1372124	GO:0071949	MF	FAD binding
ANI_1_1372134	GO:0005524	MF	ATP binding
ANI_1_1372134	GO:0034551	BP	mitochondrial respiratory chain complex III assembly
ANI_1_1372144	GO:0016021	CC	integral component of membrane
ANI_1_1372164	GO:0004650	MF	polygalacturonase activity
ANI_1_1372164	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1374014	GO:0048500	CC	signal recognition particle
ANI_1_1374014	GO:0008312	MF	7S RNA binding
ANI_1_1374014	GO:0006614	BP	SRP-dependent cotranslational protein targeting to membrane
ANI_1_1374064	GO:0003824	MF	catalytic activity
ANI_1_1374084	GO:0004830	MF	tryptophan-tRNA ligase activity
ANI_1_1374084	GO:0006436	BP	tryptophanyl-tRNA aminoacylation
ANI_1_1374084	GO:0000166	MF	nucleotide binding
ANI_1_1374084	GO:0005524	MF	ATP binding
ANI_1_1374084	GO:0006418	BP	tRNA aminoacylation for protein translation
ANI_1_1374084	GO:0000166	MF	nucleotide binding
ANI_1_1374084	GO:0004812	MF	aminoacyl-tRNA ligase activity
ANI_1_1374084	GO:0005524	MF	ATP binding
ANI_1_1374134	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1374134	GO:0004553	MF	hydrolase activity
ANI_1_1374144	GO:0005509	MF	calcium ion binding
ANI_1_1374184	GO:0007165	BP	signal transduction
ANI_1_1374184	GO:0005515	MF	protein binding
ANI_1_1376024	GO:0120009	BP	intermembrane lipid transfer
ANI_1_1376024	GO:0120013	MF	lipid transfer activity
ANI_1_1376024	GO:0005737	CC	cytoplasm
ANI_1_1376064	GO:0005506	MF	iron ion binding
ANI_1_1376064	GO:0055114	BP	oxidation-reduction process
ANI_1_1376064	GO:0020037	MF	heme binding
ANI_1_1376064	GO:0016705	MF	oxidoreductase activity
ANI_1_1376064	GO:0016705	MF	 acting on paired donors
ANI_1_1376064	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
ANI_1_1376064	GO:0005506	MF	oxidoreductase activity
ANI_1_1376064	GO:0055114	BP	 acting on paired donors
ANI_1_1376064	GO:0020037	MF	 with incorporation or reduction of molecular oxygen
ANI_1_1376064	GO:0016705	MF	oxidation-reduction process
ANI_1_1376064	GO:0004497	MF	iron ion binding
ANI_1_1376074	GO:0005515	MF	protein binding
ANI_1_1376084	GO:0033063	CC	Rad51B-Rad51C-Rad51D-XRCC2 complex
ANI_1_1376084	GO:0000724	BP	double-strand break repair via homologous recombination
ANI_1_1376084	GO:0005657	CC	replication fork
ANI_1_1376084	GO:0006281	BP	DNA repair
ANI_1_1376104	GO:0022857	MF	transmembrane transporter activity
ANI_1_1376104	GO:0055085	BP	transmembrane transport
ANI_1_1376124	GO:0016020	CC	membrane
ANI_1_1376144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1376144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1376144	GO:0055085	BP	transmembrane transport
ANI_1_1378034	GO:0016491	MF	oxidoreductase activity
ANI_1_1378034	GO:0055114	BP	oxidation-reduction process
ANI_1_1378084	GO:0042720	CC	mitochondrial inner membrane peptidase complex
ANI_1_1378094	GO:0016757	MF	transferase activity
ANI_1_1378104	GO:0005634	CC	nucleus
ANI_1_1378104	GO:0006351	BP	transcription
ANI_1_1378104	GO:0003677	MF	 DNA-templated
ANI_1_1378104	GO:0008270	MF	DNA binding
ANI_1_1378104	GO:0000981	MF	zinc ion binding
ANI_1_1378104	GO:0042025	CC	DNA-binding transcription factor activity
ANI_1_1378104	GO:0008270	MF	 RNA polymerase II-specific
ANI_1_1378104	GO:0006355	BP	host cell nucleus
ANI_1_1378134	GO:0003777	MF	microtubule motor activity
ANI_1_1378134	GO:0008017	MF	microtubule binding
ANI_1_1378134	GO:0005524	MF	ATP binding
ANI_1_1378134	GO:0007018	BP	microtubule-based movement
ANI_1_1378134	GO:0003777	MF	microtubule motor activity
ANI_1_1378134	GO:0007018	BP	microtubule-based movement
ANI_1_1378134	GO:0005524	MF	ATP binding
ANI_1_1378134	GO:0005515	MF	protein binding
ANI_1_1378134	GO:0003777	MF	microtubule motor activity
ANI_1_1378134	GO:0007018	BP	microtubule-based movement
ANI_1_1378164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1378164	GO:0022857	MF	transmembrane transporter activity
ANI_1_1378164	GO:0055085	BP	transmembrane transport
ANI_1_1378184	GO:0035091	MF	phosphatidylinositol binding
ANI_1_1378184	GO:0035091	MF	phosphatidylinositol binding
ANI_1_1378184	GO:0042147	BP	retrograde transport
ANI_1_1380014	GO:0005669	CC	transcription factor TFIID complex
ANI_1_1380014	GO:0006352	BP	DNA-templated transcription
ANI_1_1380034	GO:0016887	MF	ATPase activity
ANI_1_1380034	GO:0005524	MF	ATP binding
ANI_1_1380034	GO:0055085	BP	transmembrane transport
ANI_1_1380034	GO:0042626	MF	ATPase-coupled transmembrane transporter activity
ANI_1_1380034	GO:0005524	MF	ATP binding
ANI_1_1380034	GO:0016021	CC	integral component of membrane
ANI_1_1380034	GO:0016021	CC	integral component of membrane
ANI_1_1380034	GO:0005524	MF	ATP binding
ANI_1_1380074	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
ANI_1_1380074	GO:0006367	BP	transcription initiation from RNA polymerase II promoter
ANI_1_1380074	GO:0005673	CC	transcription factor TFIIE complex
ANI_1_1380124	GO:0005524	MF	ATP binding
ANI_1_1380144	GO:0005634	CC	nucleus
ANI_1_1380144	GO:0006351	BP	transcription
ANI_1_1380144	GO:0003677	MF	 DNA-templated
ANI_1_1380144	GO:0008270	MF	DNA binding
ANI_1_1380144	GO:0000981	MF	zinc ion binding
ANI_1_1380144	GO:0042025	CC	DNA-binding transcription factor activity
ANI_1_1380144	GO:0008270	MF	 RNA polymerase II-specific
ANI_1_1380144	GO:0006355	BP	host cell nucleus
ANI_1_138054	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_138054	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_138054	GO:0008270	MF	host cell nucleus
ANI_1_138054	GO:0006355	BP	zinc ion binding
ANI_1_138114	GO:0008270	MF	zinc ion binding
ANI_1_138174	GO:0005506	MF	iron ion binding
ANI_1_138174	GO:0055114	BP	oxidation-reduction process
ANI_1_138174	GO:0020037	MF	heme binding
ANI_1_138174	GO:0016705	MF	oxidoreductase activity
ANI_1_138174	GO:0016705	MF	 acting on paired donors
ANI_1_138174	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
ANI_1_1382064	GO:0003824	MF	catalytic activity
ANI_1_1382074	GO:0006606	BP	protein import into nucleus
ANI_1_1382094	GO:0005515	MF	protein binding
ANI_1_1382094	GO:0003743	MF	translation initiation factor activity
ANI_1_1382094	GO:0006413	BP	translational initiation
ANI_1_1384014	GO:0015075	MF	ion transmembrane transporter activity
ANI_1_1384014	GO:0055085	BP	transmembrane transport
ANI_1_1384014	GO:0016020	CC	membrane
ANI_1_1384014	GO:0006811	BP	ion transport
ANI_1_1384064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1384064	GO:0055085	BP	transmembrane transport
ANI_1_1384064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1384084	GO:0004672	MF	protein kinase activity
ANI_1_1384084	GO:0006468	BP	protein phosphorylation
ANI_1_1384084	GO:0004674	MF	protein serine/threonine kinase activity
ANI_1_1384084	GO:0004672	MF	protein kinase activity
ANI_1_1384084	GO:0006468	BP	protein phosphorylation
ANI_1_1384084	GO:0005524	MF	ATP binding
ANI_1_1384094	GO:0005515	MF	protein binding
ANI_1_1384104	GO:0004540	MF	ribonuclease activity
ANI_1_1384104	GO:0003723	MF	RNA binding
ANI_1_1384104	GO:0006777	BP	Mo-molybdopterin cofactor biosynthetic process
ANI_1_1384104	GO:0005829	CC	cytosol
ANI_1_1384134	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1384134	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1384134	GO:0008270	MF	host cell nucleus
ANI_1_1384134	GO:0006355	BP	zinc ion binding
ANI_1_1384144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1384144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1384144	GO:0055085	BP	transmembrane transport
ANI_1_1386024	GO:0003824	MF	catalytic activity
ANI_1_1386024	GO:0006750	BP	glutathione biosynthetic process
ANI_1_1386024	GO:0004357	MF	glutamate-cysteine ligase activity
ANI_1_1386064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1386064	GO:0055085	BP	transmembrane transport
ANI_1_1386064	GO:0016020	CC	membrane
ANI_1_1386084	GO:0006351	BP	transcription
ANI_1_1386084	GO:0003677	MF	 DNA-templated
ANI_1_1386084	GO:0003899	MF	DNA binding
ANI_1_1386084	GO:0006351	BP	DNA-directed 5'-3' RNA polymerase activity
ANI_1_1386084	GO:0003899	MF	transcription
ANI_1_1386084	GO:0003677	MF	 DNA-templated
ANI_1_1386104	GO:0005506	MF	iron ion binding
ANI_1_1386104	GO:0055114	BP	oxidation-reduction process
ANI_1_1386104	GO:0020037	MF	heme binding
ANI_1_1386104	GO:0016705	MF	oxidoreductase activity
ANI_1_1386134	GO:0016787	MF	hydrolase activity
ANI_1_1386144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1386144	GO:0022857	MF	transmembrane transporter activity
ANI_1_1386144	GO:0055085	BP	transmembrane transport
ANI_1_1386164	GO:0016021	CC	integral component of membrane
ANI_1_1386184	GO:0005634	CC	nucleus
ANI_1_1386184	GO:0006351	BP	transcription
ANI_1_1386184	GO:0003677	MF	 DNA-templated
ANI_1_1386184	GO:0008270	MF	DNA binding
ANI_1_1388024	GO:0003954	MF	NADH dehydrogenase activity
ANI_1_1388024	GO:0008137	MF	NADH dehydrogenase (ubiquinone) activity
ANI_1_1388024	GO:0005739	CC	mitochondrion
ANI_1_1388064	GO:0006508	BP	proteolysis
ANI_1_1388064	GO:0004190	MF	aspartic-type endopeptidase activity
ANI_1_1388094	GO:0006366	BP	transcription by RNA polymerase II
ANI_1_1388104	GO:0003824	MF	catalytic activity
ANI_1_1388124	GO:0016817	MF	hydrolase activity
ANI_1_1388134	GO:0016491	MF	oxidoreductase activity
ANI_1_1388144	GO:0055085	BP	transmembrane transport
ANI_1_1388164	GO:0005515	MF	protein binding
ANI_1_1388184	GO:0016787	MF	hydrolase activity
ANI_1_1390014	GO:0009982	MF	pseudouridine synthase activity
ANI_1_1390014	GO:0003723	MF	RNA binding
ANI_1_1390014	GO:0001522	BP	pseudouridine synthesis
ANI_1_1390014	GO:0009451	BP	RNA modification
ANI_1_1390014	GO:0003723	MF	RNA binding
ANI_1_1390014	GO:0009982	MF	pseudouridine synthase activity
ANI_1_1390014	GO:0001522	BP	pseudouridine synthesis
ANI_1_1390014	GO:0009451	BP	RNA modification
ANI_1_1390024	GO:0003677	MF	DNA binding
ANI_1_1390024	GO:0005515	MF	protein binding
ANI_1_1390024	GO:0030907	CC	MBF transcription complex
ANI_1_1390024	GO:0000083	BP	regulation of transcription involved in G1/S transition of mitotic cell cycle
ANI_1_1390084	GO:0004932	MF	mating-type factor pheromone receptor activity
ANI_1_1390084	GO:0007186	BP	G protein-coupled receptor signaling pathway
ANI_1_1390084	GO:0016020	CC	membrane
ANI_1_1390094	GO:0004672	MF	protein kinase activity
ANI_1_1390094	GO:0006468	BP	protein phosphorylation
ANI_1_1390094	GO:0005524	MF	ATP binding
ANI_1_1390094	GO:0005524	MF	ATP binding
ANI_1_1390094	GO:0004672	MF	protein kinase activity
ANI_1_1390094	GO:0006468	BP	protein phosphorylation
ANI_1_1390124	GO:0003676	MF	nucleic acid binding
ANI_1_1390134	GO:0006508	BP	proteolysis
ANI_1_1390134	GO:0004222	MF	metalloendopeptidase activity
ANI_1_1390134	GO:0008237	MF	metallopeptidase activity
ANI_1_1390184	GO:0055085	BP	transmembrane transport
ANI_1_1390184	GO:0016020	CC	membrane
ANI_1_1392024	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1392024	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1392024	GO:0008270	MF	host cell nucleus
ANI_1_1392024	GO:0006355	BP	zinc ion binding
ANI_1_1392034	GO:0055085	BP	transmembrane transport
ANI_1_1392034	GO:0005347	MF	ATP transmembrane transporter activity
ANI_1_1392064	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1392064	GO:0004553	MF	hydrolase activity
ANI_1_1392084	GO:0015031	BP	protein transport
ANI_1_1392084	GO:0006464	BP	cellular protein modification process
ANI_1_1392104	GO:0022857	MF	transmembrane transporter activity
ANI_1_1392104	GO:0055085	BP	transmembrane transport
ANI_1_1392134	GO:0016747	MF	transferase activity
ANI_1_1392164	GO:0016787	MF	hydrolase activity
ANI_1_1394024	GO:0022857	MF	transmembrane transporter activity
ANI_1_1394024	GO:0055085	BP	transmembrane transport
ANI_1_1394024	GO:0016020	CC	membrane
ANI_1_1394034	GO:0006865	BP	amino acid transport
ANI_1_1394034	GO:0055085	BP	transmembrane transport
ANI_1_1394034	GO:0016021	CC	integral component of membrane
ANI_1_1394034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1394034	GO:0055085	BP	transmembrane transport
ANI_1_1394034	GO:0016020	CC	membrane
ANI_1_1394064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1394064	GO:0055085	BP	transmembrane transport
ANI_1_1394064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1394104	GO:0006807	BP	nitrogen compound metabolic process
ANI_1_1394124	GO:0005506	MF	iron ion binding
ANI_1_1394124	GO:0055114	BP	oxidation-reduction process
ANI_1_1394124	GO:0020037	MF	heme binding
ANI_1_1394124	GO:0016705	MF	oxidoreductase activity
ANI_1_1394124	GO:0016705	MF	 acting on paired donors
ANI_1_1394124	GO:0055114	BP	 with incorporation or reduction of molecular oxygen
ANI_1_1394134	GO:0016846	MF	carbon-sulfur lyase activity
ANI_1_1394144	GO:0046872	MF	metal ion binding
ANI_1_1394144	GO:0005524	MF	ATP binding
ANI_1_1396014	GO:0016021	CC	integral component of membrane
ANI_1_1396034	GO:0003951	MF	NAD+ kinase activity
ANI_1_1396034	GO:0006741	BP	NADP biosynthetic process
ANI_1_1396034	GO:0003951	MF	NAD+ kinase activity
ANI_1_1396034	GO:0019674	BP	NAD metabolic process
ANI_1_1396064	GO:0022857	MF	transmembrane transporter activity
ANI_1_1396064	GO:0055085	BP	transmembrane transport
ANI_1_1396064	GO:0016020	CC	membrane
ANI_1_1396104	GO:0004055	MF	argininosuccinate synthase activity
ANI_1_1396104	GO:0006526	BP	arginine biosynthetic process
ANI_1_1396104	GO:0005524	MF	ATP binding
ANI_1_1396104	GO:0004055	MF	argininosuccinate synthase activity
ANI_1_1396104	GO:0000166	MF	nucleotide binding
ANI_1_1396104	GO:0004812	MF	aminoacyl-tRNA ligase activity
ANI_1_1396104	GO:0005524	MF	ATP binding
ANI_1_1396104	GO:0043039	BP	tRNA aminoacylation
ANI_1_1396104	GO:0003676	MF	nucleic acid binding
ANI_1_1396104	GO:0004813	MF	alanine-tRNA ligase activity
ANI_1_1396104	GO:0006419	BP	alanyl-tRNA aminoacylation
ANI_1_1396104	GO:0005524	MF	ATP binding
ANI_1_1396124	GO:0000981	MF	DNA-binding transcription factor activity
ANI_1_1396124	GO:0042025	CC	 RNA polymerase II-specific
ANI_1_1396124	GO:0008270	MF	host cell nucleus
ANI_1_1396124	GO:0006355	BP	zinc ion binding
ANI_1_1396124	GO:0005634	CC	regulation of transcription
ANI_1_1396124	GO:0006351	BP	 DNA-templated
ANI_1_1396124	GO:0003677	MF	nucleus
ANI_1_1396124	GO:0008270	MF	transcription
ANI_1_1396134	GO:0016614	MF	oxidoreductase activity
ANI_1_1396134	GO:0050660	MF	 acting on CH-OH group of donors
ANI_1_1396134	GO:0055114	BP	flavin adenine dinucleotide binding
ANI_1_1396134	GO:0016614	MF	oxidation-reduction process
ANI_1_1396134	GO:0055114	BP	oxidoreductase activity
ANI_1_1396134	GO:0050660	MF	 acting on CH-OH group of donors
ANI_1_1396134	GO:0055114	BP	oxidation-reduction process
ANI_1_1398014	GO:0005975	BP	carbohydrate metabolic process
ANI_1_1398014	GO:0004553	MF	hydrolase activity
ANI_1_1398034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1398034	GO:0022857	MF	transmembrane transporter activity
ANI_1_1398034	GO:0055085	BP	transmembrane transport
ANI_1_1398064	GO:0016614	MF	oxidoreductase activity
ANI_1_1398064	GO:0050660	MF	 acting on CH-OH group of donors
ANI_1_1398064	GO:0055114	BP	flavin adenine dinucleotide binding
ANI_1_1398064	GO:0050660	MF	oxidation-reduction process
ANI_1_1398064	GO:0055114	BP	flavin adenine dinucleotide binding
ANI_1_1398064	GO:0016614	MF	oxidation-reduction process
ANI_1_1398064	GO:0055114	BP	oxidoreductase activity
ANI_1_1398074	GO:0015031	BP	protein transport
ANI_1_1398074	GO:0030123	CC	AP-3 adaptor complex
ANI_1_1398074	GO:0006896	BP	Golgi to vacuole transport
ANI_1_1398084	GO:0004672	MF	protein kinase activity
ANI_1_1398084	GO:0006468	BP	protein phosphorylation
ANI_1_1398084	GO:0004672	MF	protein kinase activity
ANI_1_1398084	GO:0006468	BP	protein phosphorylation
ANI_1_1398084	GO:0005524	MF	ATP binding
ANI_1_1398094	GO:0003723	MF	RNA binding
ANI_1_1398094	GO:0000178	CC	exosome (RNase complex)
ANI_1_1398094	GO:0003723	MF	RNA binding
ANI_1_1398144	GO:0016810	MF	hydrolase activity
ANI_1_1400014	GO:0022857	MF	transmembrane transporter activity
ANI_1_1400014	GO:0022857	MF	transmembrane transporter activity
ANI_1_1400014	GO:0055085	BP	transmembrane transport
ANI_1_1400024	GO:0016021	CC	integral component of membrane
ANI_1_1400034	GO:0003824	MF	catalytic activity
ANI_1_1400034	GO:0008270	MF	zinc ion binding
ANI_1_1400034	GO:0016491	MF	oxidoreductase activity
ANI_1_1400034	GO:0016491	MF	oxidoreductase activity
ANI_1_1400034	GO:0055114	BP	oxidation-reduction process
ANI_1_1400034	GO:0031177	MF	phosphopantetheine binding
ANI_1_1400034	GO:0016740	MF	transferase activity
ANI_1_1400064	GO:0008237	MF	metallopeptidase activity
ANI_1_1400064	GO:0004222	MF	metalloendopeptidase activity
ANI_1_1400064	GO:0006508	BP	proteolysis
ANI_1_1400074	GO:0042254	BP	ribosome biogenesis
ANI_1_1400074	GO:1990904	CC	ribonucleoprotein complex
