Chr	Start	End	Length	Abs_summit	Pileup	Fold_enrichment	Pvalue	Name
chromosome_3	3986540	3987396	857	3987056	51.51	1.45344	0.263606	peak_1812b
chromosome_3	3986540	3987396	857	3987258	47.98	1.35578	0.0322985	peak_1812c
chromosome_3	3987896	3988187	292	3987925	47.98	1.35578	0.0322985	peak_1813
chromosome_3	3989352	3989529	178	3989518	46.57	1.31672	0.0205677	peak_1814
chromosome_3	3994246	3994418	173	3994364	50.8	1.43391	0.185774	peak_1815
chromosome_3	4008315	4008479	165	4008344	45.16	1.27766	0.0	peak_1816
chromosome_3	4011493	4011682	190	4011525	45.16	1.27766	0.0	peak_1817
chromosome_3	4012847	4013125	279	4013074	49.39	1.39484	0.170141	peak_1818
chromosome_3	4013643	4013894	252	4013675	45.16	1.27766	0.0	peak_1819
chromosome_3	4016581	4016817	237	4016612	45.16	1.27766	0.0	peak_1820
chromosome_3	4020398	4020666	269	4020469	47.98	1.35578	0.0322985	peak_1821
chromosome_3	4024133	4024398	266	4024168	47.27	1.33625	0.0322985	peak_1822
chromosome_3	4030319	4030799	481	4030500	52.92	1.4925	0.283806	peak_1823
chromosome_3	4035054	4035268	215	4035186	45.86	1.29719	0.0	peak_1824
chromosome_3	4035492	4035730	239	4035570	47.27	1.33625	0.0322985	peak_1825
chromosome_3	4037303	4037726	424	4037386	54.33	1.53156	0.457835	peak_1826a
chromosome_3	4037303	4037726	424	4037646	46.57	1.31672	0.0205677	peak_1826b
chromosome_3	4037973	4038376	404	4038126	45.16	1.27766	0.0	peak_1827
chromosome_3	4039507	4039986	480	4039613	54.33	1.53156	0.457835	peak_1828a
chromosome_3	4039507	4039986	480	4039906	48.68	1.37531	0.0999776	peak_1828b
chromosome_3	4041588	4041915	328	4041753	55.03	1.55109	0.479285	peak_1829
chromosome_3	4042144	4042302	159	4042219	52.21	1.47297	0.283806	peak_1830
chromosome_3	4043096	4043243	148	4043132	48.68	1.37501	0.0999776	peak_1831
chromosome_3	4043470	4045610	2141	4043627	59.27	1.66828	0.697535	peak_1832a
chromosome_3	4043470	4045610	2141	4043805	59.27	1.5453	0.537451	peak_1832b
chromosome_3	4043470	4045610	2141	4044269	64.21	1.80499	0.873993	peak_1832c
chromosome_3	4043470	4045610	2141	4044449	68.44	1.73597	0.873993	peak_1832d
chromosome_3	4043470	4045610	2141	4044640	55.03	1.55109	0.479285	peak_1832e
chromosome_3	4043470	4045610	2141	4045042	48.68	1.37531	0.0999776	peak_1832f
chromosome_3	4043470	4045610	2141	4045235	55.03	1.55109	0.479285	peak_1832g
chromosome_3	4043470	4045610	2141	4045526	52.21	1.47297	0.283806	peak_1832h
chromosome_3	4045918	4046506	589	4046065	49.39	1.39484	0.170141	peak_1833a
chromosome_3	4045918	4046506	589	4046232	45.16	1.27766	0.0	peak_1833b
chromosome_3	4047039	4049621	2583	4047117	49.39	1.39484	0.170141	peak_1834a
chromosome_3	4047039	4049621	2583	4047461	58.56	1.64875	0.681741	peak_1834b
chromosome_3	4047039	4049621	2583	4048011	59.97	1.68781	0.697535	peak_1834c
chromosome_3	4047039	4049621	2583	4048175	55.74	1.41847	0.231305	peak_1834d
chromosome_3	4047039	4049621	2583	4048448	51.51	1.45344	0.263606	peak_1834e
chromosome_3	4047039	4049621	2583	4048753	49.39	1.39484	0.170141	peak_1834f
chromosome_3	4047039	4049621	2583	4049052	57.86	1.59069	0.570883	peak_1834g
chromosome_3	4047039	4049621	2583	4049267	53.62	1.51203	0.370154	peak_1834h
chromosome_3	4050372	4050612	241	4050515	47.98	1.35578	0.0322985	peak_1835
chromosome_3	4051203	4051622	420	4051287	48.68	1.37531	0.0999776	peak_1836a
chromosome_3	4051203	4051622	420	4051522	54.33	1.53156	0.457835	peak_1836b
chromosome_3	4051781	4052997	1217	4051926	45.86	1.29719	0.0	peak_1837a
chromosome_3	4051781	4052997	1217	4052162	48.68	1.37531	0.0999776	peak_1837b
chromosome_3	4051781	4052997	1217	4052595	54.33	1.53156	0.457835	peak_1837c
chromosome_3	4053612	4053829	218	4053711	50.09	1.41438	0.185774	peak_1838
chromosome_3	4054847	4055085	239	4054998	47.98	1.35578	0.0322985	peak_1839
chromosome_3	4055335	4055770	436	4055465	55.03	1.55109	0.479285	peak_1840a
chromosome_3	4055335	4055770	436	4055605	50.09	1.41438	0.185774	peak_1840b
chromosome_3	4055936	4056140	205	4056005	48.68	1.37531	0.0999776	peak_1841
chromosome_3	4057610	4058806	1197	4057788	47.98	1.35578	0.0322985	peak_1842a
chromosome_3	4057610	4058806	1197	4057969	49.39	1.39484	0.170141	peak_1842b
chromosome_3	4057610	4058806	1197	4058156	55.03	1.55109	0.479285	peak_1842c
chromosome_3	4057610	4058806	1197	4058492	67.03	1.83858	0.873993	peak_1842d
chromosome_3	4058970	4059152	183	4059058	52.21	1.47297	0.283806	peak_1843
chromosome_3	4068312	4068635	324	4068430	54.33	1.53156	0.457835	peak_1844
chromosome_3	4073954	4074156	203	4074043	56.44	1.57506	0.570883	peak_1845
chromosome_3	4074600	4074761	162	4074683	52.92	1.43384	0.216919	peak_1846
chromosome_3	4076460	4077346	887	4076512	52.21	1.47297	0.283806	peak_1847a
chromosome_3	4076460	4077346	887	4076689	50.09	1.41438	0.185774	peak_1847b
chromosome_3	4076460	4077346	887	4077035	51.51	1.45344	0.263606	peak_1847c
chromosome_3	4076460	4077346	887	4077242	56.44	1.59015	0.570883	peak_1847d
chromosome_3	4079747	4079981	235	4079779	47.27	1.33625	0.0322985	peak_1848
chromosome_3	4080171	4080389	219	4080342	51.51	1.42415	0.201093	peak_1849
chromosome_3	4081215	4081746	532	4081487	45.16	1.27766	0.0	peak_1850
chromosome_3	4083257	4083429	173	4083329	45.16	1.27766	0.0	peak_1851
chromosome_3	4083971	4084195	225	4084111	50.09	1.41438	0.185774	peak_1852
chromosome_3	4084379	4084545	167	4084467	55.03	1.55109	0.479285	peak_1853
chromosome_3	4086367	4086599	233	4086395	45.16	1.27766	0.0	peak_1854
chromosome_3	4090260	4090574	315	4090412	45.16	1.27766	0.0	peak_1855a
chromosome_3	4090260	4090574	315	4090437	47.98	1.35578	0.0322985	peak_1855b
chromosome_3	4092101	4092325	225	4092143	49.39	1.39484	0.170141	peak_1856
chromosome_3	4093009	4093484	476	4093140	45.16	1.27766	0.0	peak_1857a
chromosome_3	4093009	4093484	476	4093406	55.03	1.55109	0.479285	peak_1857b
chromosome_3	4094349	4094826	478	4094688	48.68	1.37531	0.0999776	peak_1858
chromosome_3	4095931	4096162	232	4095996	45.16	1.27766	0.0	peak_1859
chromosome_3	4098690	4099076	387	4098762	56.44	1.59015	0.570883	peak_1860a
chromosome_3	4098690	4099076	387	4098996	45.16	1.27766	0.0	peak_1860b
chromosome_3	4099897	4100053	157	4099953	51.51	1.45344	0.263606	peak_1861
chromosome_3	4100702	4101323	622	4100822	52.92	1.4925	0.283806	peak_1862a
chromosome_3	4100702	4101323	622	4101032	45.16	1.27766	0.0	peak_1862b
chromosome_3	4101512	4101677	166	4101552	49.39	1.39484	0.170141	peak_1863
chromosome_3	4102466	4102777	312	4102625	47.27	1.33625	0.0322985	peak_1864
chromosome_3	4104597	4104795	199	4104709	47.98	1.35578	0.0322985	peak_1865
chromosome_3	4107465	4108287	823	4107535	49.39	1.39484	0.170141	peak_1866a
chromosome_3	4107465	4108287	823	4107828	50.09	1.41438	0.185774	peak_1866b
chromosome_3	4107465	4108287	823	4108023	47.98	1.35578	0.0322985	peak_1866c
chromosome_3	4111581	4112157	577	4111873	56.44	1.59015	0.570883	peak_1867
chromosome_3	4120293	4120588	296	4120375	45.86	1.29719	0.0	peak_1868
chromosome_3	4126718	4127614	897	4126776	48.68	1.37531	0.0999776	peak_1869a
chromosome_3	4126718	4127614	897	4127046	47.98	1.35578	0.0322985	peak_1869b
chromosome_3	4126718	4127614	897	4127245	59.27	1.66828	0.697535	peak_1869c
chromosome_3	4126718	4127614	897	4127534	52.92	1.4925	0.283806	peak_1869d
chromosome_3	4127804	4128370	567	4127862	52.21	1.43813	0.263606	peak_1870a
chromosome_3	4127804	4128370	567	4128082	52.21	1.47297	0.283806	peak_1870b
chromosome_3	4127804	4128370	567	4128314	52.92	1.4925	0.283806	peak_1870c
chromosome_3	4132576	4133510	935	4132816	50.09	1.41438	0.185774	peak_1871a
chromosome_3	4132576	4133510	935	4133385	56.44	1.59015	0.570883	peak_1871b
chromosome_3	4134402	4135138	737	4134619	58.56	1.6091	0.586256	peak_1872a
chromosome_3	4134402	4135138	737	4134918	50.8	1.42202	0.185774	peak_1872b
chromosome_3	4134402	4135138	737	4135021	48.68	1.27393	0.0	peak_1872c
chromosome_3	4148608	4148840	233	4148833	47.98	1.2859	0.0	peak_1873
chromosome_3	4150082	4150884	803	4150151	50.8	1.41744	0.185774	peak_1874a
chromosome_3	4150082	4150884	803	4150250	46.57	1.2907	0.0	peak_1874b
chromosome_3	4150082	4150884	803	4150476	55.74	1.54823	0.479285	peak_1874c
chromosome_3	4150082	4150884	803	4150814	51.51	1.44547	0.263606	peak_1874d
chromosome_3	4155329	4155583	255	4155398	54.33	1.31732	0.0515279	peak_1875
chromosome_3	4156655	4156903	249	4156738	48.68	1.37531	0.0999776	peak_1876
chromosome_3	4159510	4159943	434	4159596	48.68	1.37531	0.0999776	peak_1877a
chromosome_3	4159510	4159943	434	4159853	47.98	1.35578	0.0322985	peak_1877b
chromosome_3	4160240	4160570	331	4160357	50.8	1.43391	0.185774	peak_1878
chromosome_3	4162314	4162648	335	4162431	47.27	1.33625	0.0322985	peak_1879a
chromosome_3	4162314	4162648	335	4162538	48.68	1.37531	0.0999776	peak_1879b
chromosome_3	4164110	4166784	2675	4164213	55.74	1.53348	0.457835	peak_1880a
chromosome_3	4164110	4166784	2675	4164406	47.27	1.33625	0.0322985	peak_1880b
chromosome_3	4164110	4166784	2675	4164549	46.57	1.28558	0.0	peak_1880c
chromosome_3	4164110	4166784	2675	4164856	63.5	1.78546	0.873993	peak_1880d
chromosome_3	4164110	4166784	2675	4165317	52.92	1.4925	0.283806	peak_1880e
chromosome_3	4164110	4166784	2675	4165457	57.86	1.62922	0.586256	peak_1880f
chromosome_3	4164110	4166784	2675	4165672	61.38	1.72687	0.873993	peak_1880g
chromosome_3	4164110	4166784	2675	4165966	59.97	1.68781	0.697535	peak_1880h
chromosome_3	4164110	4166784	2675	4166380	56.44	1.59015	0.570883	peak_1880i
chromosome_3	4164110	4166784	2675	4166598	47.98	1.35578	0.0322985	peak_1880j
chromosome_3	4169172	4170291	1120	4169317	48.68	1.37531	0.0999776	peak_1881a
chromosome_3	4169172	4170291	1120	4169900	59.97	1.68781	0.697535	peak_1881b
chromosome_3	4170895	4171534	640	4170976	52.21	1.47297	0.283806	peak_1882a
chromosome_3	4170895	4171534	640	4171316	58.56	1.64875	0.681741	peak_1882b
chromosome_3	4172357	4172532	176	4172386	45.16	1.2753	0.0	peak_1883
chromosome_3	4172727	4173633	907	4172845	55.03	1.43675	0.283806	peak_1884a
chromosome_3	4172727	4173633	907	4173136	50.8	1.42778	0.185774	peak_1884b
chromosome_3	4172727	4173633	907	4173257	50.8	1.4	0.170141	peak_1884c
chromosome_3	4172727	4173633	907	4173451	49.39	1.36837	0.122288	peak_1884d
chromosome_3	4189036	4189182	147	4189138	51.51	1.45344	0.263606	peak_1885
chromosome_3	4190465	4191137	673	4190623	46.57	1.28558	0.0	peak_1886a
chromosome_3	4190465	4191137	673	4190914	57.86	1.54883	0.479285	peak_1886b
chromosome_3	4191297	4191448	152	4191353	52.92	1.4925	0.283806	peak_1887
chromosome_3	4191826	4192318	493	4191860	51.51	1.45344	0.263606	peak_1888a
chromosome_3	4191826	4192318	493	4192241	49.39	1.38328	0.170141	peak_1888b
chromosome_3	4191826	4192318	493	4192265	45.16	1.27766	0.0	peak_1888c
chromosome_3	4192617	4194095	1479	4192677	51.51	1.40179	0.185774	peak_1889a
chromosome_3	4192617	4194095	1479	4192834	47.98	1.35578	0.0322985	peak_1889b
chromosome_3	4192617	4194095	1479	4193084	57.86	1.33762	0.0999776	peak_1889c
chromosome_3	4192617	4194095	1479	4193286	47.98	1.35578	0.0322985	peak_1889d
chromosome_3	4192617	4194095	1479	4193578	48.68	1.37531	0.0999776	peak_1889e
chromosome_3	4192617	4194095	1479	4193756	45.86	1.29719	0.0	peak_1889f
chromosome_3	4192617	4194095	1479	4194012	54.33	1.53156	0.457835	peak_1889g
chromosome_3	4194376	4194803	428	4194433	53.62	1.30053	0.0322985	peak_1890a
chromosome_3	4194376	4194803	428	4194565	51.51	1.41288	0.185774	peak_1890b
chromosome_3	4195250	4195547	298	4195386	55.74	1.57062	0.479285	peak_1891
chromosome_3	4195748	4196443	696	4195818	50.8	1.43391	0.185774	peak_1892a
chromosome_3	4195748	4196443	696	4196080	55.03	1.36666	0.185774	peak_1892b
chromosome_3	4195748	4196443	696	4196289	47.27	1.33625	0.0322985	peak_1892c
chromosome_3	4196854	4197512	659	4197112	50.8	1.43391	0.185774	peak_1893a
chromosome_3	4196854	4197512	659	4197254	47.98	1.35578	0.0322985	peak_1893b
chromosome_3	4198159	4198356	198	4198200	49.39	1.39484	0.170141	peak_1894
chromosome_3	4198531	4198829	299	4198600	47.98	1.35578	0.0322985	peak_1895
chromosome_3	4199608	4200146	539	4199639	47.27	1.33625	0.0322985	peak_1896a
chromosome_3	4199608	4200146	539	4199863	49.39	1.39484	0.170141	peak_1896b
chromosome_3	4201340	4201601	262	4201401	45.16	1.27766	0.0	peak_1897
chromosome_3	4201963	4202209	247	4202050	48.68	1.37531	0.0999776	peak_1898
chromosome_3	4204008	4204156	149	4204084	48.68	1.37531	0.0999776	peak_1899
chromosome_3	4204585	4204811	227	4204708	50.09	1.41438	0.185774	peak_1900
chromosome_3	4206431	4206850	420	4206517	45.86	1.29719	0.0	peak_1901
chromosome_3	4207061	4207302	242	4207211	47.98	1.35578	0.0322985	peak_1902
chromosome_3	4208328	4208824	497	4208387	50.8	1.43391	0.185774	peak_1903a
chromosome_3	4208328	4208824	497	4208680	51.51	1.45344	0.263606	peak_1903b
chromosome_3	4210636	4210944	309	4210739	50.09	1.41438	0.185774	peak_1904
chromosome_3	4214017	4214268	252	4214074	48.68	1.37531	0.0999776	peak_1905
chromosome_3	4216490	4216695	206	4216575	47.27	1.33625	0.0322985	peak_1906
chromosome_3	4217387	4217799	413	4217459	52.92	1.4925	0.283806	peak_1907
chromosome_3	4219149	4219363	215	4219272	47.27	1.33625	0.0322985	peak_1908
chromosome_3	4220468	4220647	180	4220548	52.21	1.47297	0.283806	peak_1909
chromosome_3	4222156	4222371	216	4222261	49.39	1.39484	0.170141	peak_1910
chromosome_3	4223164	4223324	161	4223242	45.16	1.27766	0.0	peak_1911
chromosome_3	4223585	4223915	331	4223641	45.16	1.27766	0.0	peak_1912a
chromosome_3	4223585	4223915	331	4223847	50.09	1.41438	0.185774	peak_1912b
chromosome_3	4224238	4225306	1069	4224392	55.03	1.55109	0.479285	peak_1913a
chromosome_3	4224238	4225306	1069	4224578	49.39	1.39484	0.170141	peak_1913b
chromosome_3	4224238	4225306	1069	4224799	47.27	1.33625	0.0322985	peak_1913c
chromosome_3	4224238	4225306	1069	4225000	50.09	1.41438	0.185774	peak_1913d
chromosome_3	4224238	4225306	1069	4225190	54.33	1.53156	0.457835	peak_1913e
chromosome_3	4226725	4227120	396	4226903	51.51	1.45344	0.263606	peak_1914
chromosome_3	4227587	4227742	156	4227685	50.09	1.41438	0.185774	peak_1915
chromosome_3	4228882	4229465	584	4228989	50.8	1.43391	0.185774	peak_1916a
chromosome_3	4228882	4229465	584	4229233	45.16	1.27766	0.0	peak_1916b
chromosome_3	4231730	4232045	316	4231769	49.39	1.39484	0.170141	peak_1917
chromosome_3	4232723	4232876	154	4232767	48.68	1.37531	0.0999776	peak_1918
chromosome_3	4233799	4234237	439	4233872	45.86	1.29719	0.0	peak_1919a
chromosome_3	4233799	4234237	439	4234033	47.27	1.33625	0.0322985	peak_1919b
chromosome_3	4236132	4236349	218	4236264	50.09	1.41438	0.185774	peak_1920
chromosome_3	4237103	4237275	173	4237137	45.86	1.29719	0.0	peak_1921
chromosome_3	4238361	4238516	156	4238389	46.57	1.31672	0.0205677	peak_1922
chromosome_3	4240057	4240344	288	4240122	45.86	1.29719	0.0	peak_1923
chromosome_3	4241737	4242137	401	4242056	51.51	1.45344	0.263606	peak_1924
chromosome_3	4242706	4243152	447	4243078	50.8	1.43391	0.185774	peak_1925
chromosome_3	4243346	4243539	194	4243456	51.51	1.45344	0.263606	peak_1926
chromosome_3	4243834	4244025	192	4243874	45.16	1.27766	0.0	peak_1927
chromosome_3	4244515	4244678	164	4244600	53.62	1.51203	0.370154	peak_1928
chromosome_3	4244865	4245347	483	4245057	47.98	1.35578	0.0322985	peak_1929
chromosome_3	4245721	4246262	542	4245959	47.27	1.33625	0.0322985	peak_1930a
chromosome_3	4245721	4246262	542	4246190	47.98	1.35578	0.0322985	peak_1930b
chromosome_3	4247508	4248178	671	4247576	45.16	1.27766	0.0	peak_1931a
chromosome_3	4247508	4248178	671	4247795	45.86	1.29719	0.0	peak_1931b
chromosome_3	4247508	4248178	671	4248078	50.8	1.43391	0.185774	peak_1931c
chromosome_3	4248589	4248830	242	4248621	48.68	1.37531	0.0999776	peak_1932
chromosome_3	4249247	4249433	187	4249330	47.98	1.35578	0.0322985	peak_1933
chromosome_3	4249616	4249982	367	4249690	57.15	1.60968	0.586256	peak_1934
chromosome_3	4250205	4250481	277	4250385	52.21	1.47297	0.283806	peak_1935
chromosome_3	4252079	4252251	173	4252161	52.21	1.47297	0.283806	peak_1936
chromosome_3	4254611	4256827	2217	4254777	62.79	1.6788	0.79412	peak_1937a
chromosome_3	4254611	4256827	2217	4255223	58.56	1.64875	0.681741	peak_1937b
chromosome_3	4254611	4256827	2217	4255576	45.16	1.27766	0.0	peak_1937c
chromosome_3	4254611	4256827	2217	4255697	50.09	1.38093	0.170141	peak_1937d
chromosome_3	4254611	4256827	2217	4255914	45.86	1.29719	0.0	peak_1937e
chromosome_3	4254611	4256827	2217	4256114	45.16	1.27766	0.0	peak_1937f
chromosome_3	4254611	4256827	2217	4256211	45.16	1.27766	0.0	peak_1937g
chromosome_3	4254611	4256827	2217	4256448	45.86	1.29719	0.0	peak_1937h
chromosome_3	4254611	4256827	2217	4256578	45.16	1.27766	0.0	peak_1937i
chromosome_3	4254611	4256827	2217	4256739	45.16	1.27766	0.0	peak_1937j
chromosome_3	4258283	4258521	239	4258319	48.68	1.37531	0.0999776	peak_1938
chromosome_3	4259537	4259813	277	4259597	50.8	1.43391	0.185774	peak_1939
chromosome_3	4260216	4260854	639	4260295	50.09	1.41438	0.185774	peak_1940a
chromosome_3	4260216	4260854	639	4260578	51.51	1.45344	0.263606	peak_1940b
chromosome_3	4260216	4260854	639	4260781	50.8	1.43391	0.185774	peak_1940c
chromosome_3	4262478	4263109	632	4262541	51.51	1.45344	0.263606	peak_1941a
chromosome_3	4262478	4263109	632	4262839	52.21	1.47297	0.283806	peak_1941b
chromosome_3	4263374	4265173	1800	4263439	51.51	1.45344	0.263606	peak_1942a
chromosome_3	4263374	4265173	1800	4263638	50.09	1.34459	0.0999776	peak_1942b
chromosome_3	4263374	4265173	1800	4264270	61.38	1.72687	0.873993	peak_1942c
chromosome_3	4263374	4265173	1800	4264910	57.15	1.60968	0.586256	peak_1942d
chromosome_3	4265513	4266294	782	4265627	51.51	1.45344	0.263606	peak_1943a
chromosome_3	4265513	4266294	782	4265883	56.44	1.59015	0.570883	peak_1943b
chromosome_3	4265513	4266294	782	4266030	53.62	1.51203	0.370154	peak_1943c
chromosome_3	4266524	4268931	2408	4266712	59.27	1.66828	0.697535	peak_1944a
chromosome_3	4266524	4268931	2408	4266967	56.44	1.59015	0.570883	peak_1944b
chromosome_3	4266524	4268931	2408	4267224	52.21	1.47297	0.283806	peak_1944c
chromosome_3	4266524	4268931	2408	4267451	50.09	1.41438	0.185774	peak_1944d
chromosome_3	4266524	4268931	2408	4267643	55.03	1.55109	0.479285	peak_1944e
chromosome_3	4266524	4268931	2408	4267841	54.33	1.53156	0.457835	peak_1944f
chromosome_3	4266524	4268931	2408	4267905	56.44	1.59015	0.570883	peak_1944g
chromosome_3	4266524	4268931	2408	4268195	62.79	1.76593	0.873993	peak_1944h
chromosome_3	4266524	4268931	2408	4268679	59.97	1.68781	0.697535	peak_1944i
chromosome_3	4269082	4269441	360	4269165	55.74	1.57062	0.479285	peak_1945
chromosome_3	4271646	4272168	523	4271715	48.68	1.37531	0.0999776	peak_1946a
chromosome_3	4271646	4272168	523	4272056	47.27	1.33625	0.0322985	peak_1946b
chromosome_3	4273897	4274277	381	4274045	50.09	1.41438	0.185774	peak_1947
chromosome_3	4274882	4275126	245	4274963	47.98	1.35578	0.0322985	peak_1948
chromosome_3	4275293	4275627	335	4275351	50.09	1.41438	0.185774	peak_1949a
chromosome_3	4275293	4275627	335	4275497	47.98	1.35578	0.0322985	peak_1949b
chromosome_3	4276026	4276281	256	4276053	45.16	1.27766	0.0	peak_1950
chromosome_3	4278174	4278320	147	4278306	50.09	1.41438	0.185774	peak_1951
chromosome_3	4279484	4280662	1179	4279595	47.98	1.35578	0.0322985	peak_1952a
chromosome_3	4279484	4280662	1179	4279896	51.51	1.45344	0.263606	peak_1952b
chromosome_3	4279484	4280662	1179	4280305	55.74	1.53348	0.457835	peak_1952c
chromosome_3	4279484	4280662	1179	4280567	49.39	1.39484	0.170141	peak_1952d
chromosome_3	4284673	4284938	266	4284719	52.92	1.41886	0.185774	peak_1953
chromosome_3	4285153	4286602	1450	4285411	52.92	1.4572	0.263606	peak_1954a
chromosome_3	4285153	4286602	1450	4285666	45.16	1.27766	0.0	peak_1954b
chromosome_3	4285153	4286602	1450	4285943	59.27	1.66828	0.697535	peak_1954c
chromosome_3	4285153	4286602	1450	4286325	53.62	1.27028	0.0	peak_1954d
chromosome_3	4285153	4286602	1450	4286503	47.98	1.28889	0.0	peak_1954e
chromosome_3	4289307	4289616	310	4289420	55.03	1.55109	0.479285	peak_1955a
chromosome_3	4289307	4289616	310	4289508	52.92	1.34791	0.0893845	peak_1955b
chromosome_3	4290037	4290966	930	4290144	59.27	1.66828	0.697535	peak_1956a
chromosome_3	4290037	4290966	930	4290341	52.21	1.47297	0.283806	peak_1956b
chromosome_3	4290037	4290966	930	4290738	62.09	1.7464	0.873993	peak_1956c
chromosome_3	4291987	4292627	641	4292164	57.15	1.57162	0.570883	peak_1957a
chromosome_3	4291987	4292627	641	4292446	48.68	1.37531	0.0999776	peak_1957b
chromosome_3	4294374	4294553	180	4294405	45.16	1.27766	0.0	peak_1958
chromosome_3	4295386	4297743	2358	4295434	50.8	1.43391	0.185774	peak_1959a
chromosome_3	4295386	4297743	2358	4295632	47.27	1.30465	0.0205677	peak_1959b
chromosome_3	4295386	4297743	2358	4295797	54.33	1.41866	0.259149	peak_1959c
chromosome_3	4295386	4297743	2358	4296004	57.86	1.62922	0.586256	peak_1959d
chromosome_3	4295386	4297743	2358	4296222	46.57	1.31672	0.0205677	peak_1959e
chromosome_3	4295386	4297743	2358	4296399	47.27	1.33625	0.0322985	peak_1959f
chromosome_3	4295386	4297743	2358	4296635	47.27	1.30412	0.0205677	peak_1959g
chromosome_3	4295386	4297743	2358	4297016	57.15	1.50523	0.457835	peak_1959h
chromosome_3	4295386	4297743	2358	4297269	55.74	1.42007	0.239288	peak_1959i
chromosome_3	4295386	4297743	2358	4297611	45.16	1.27766	0.0	peak_1959j
chromosome_3	4297894	4298117	224	4297966	52.21	1.35521	0.137803	peak_1960
chromosome_3	4307872	4308189	318	4307930	47.98	1.35578	0.0322985	peak_1961
chromosome_3	4312216	4312388	173	4312295	47.27	1.33625	0.0322985	peak_1962
chromosome_3	4312541	4312755	215	4312654	55.74	1.57062	0.479285	peak_1963
chromosome_3	4314312	4314539	228	4314380	45.16	1.27766	0.0	peak_1964a
chromosome_3	4314312	4314539	228	4314449	45.16	1.27766	0.0	peak_1964b
chromosome_3	4316962	4317540	579	4317212	54.33	1.53156	0.457835	peak_1965
chromosome_3	4319154	4319352	199	4319165	46.57	1.31672	0.0205677	peak_1966
chromosome_3	4322349	4322846	498	4322478	49.39	1.39484	0.170141	peak_1967a
chromosome_3	4322349	4322846	498	4322777	52.21	1.47297	0.283806	peak_1967b
chromosome_3	4323126	4323702	577	4323198	45.16	1.27766	0.0	peak_1968a
chromosome_3	4323126	4323702	577	4323409	45.86	1.29719	0.0	peak_1968b
chromosome_3	4326172	4326482	311	4326241	47.98	1.35578	0.0322985	peak_1969
chromosome_3	4329427	4329633	207	4329459	45.16	1.27766	0.0	peak_1970
chromosome_3	4331310	4331583	274	4331397	55.74	1.57062	0.479285	peak_1971
chromosome_3	4334816	4335066	251	4334947	57.86	1.62922	0.586256	peak_1972
chromosome_3	4336147	4336381	235	4336212	47.98	1.35578	0.0322985	peak_1973
chromosome_3	4337857	4338070	214	4337932	52.92	1.4925	0.283806	peak_1974
chromosome_3	4338641	4338849	209	4338687	45.16	1.27766	0.0	peak_1975
chromosome_3	4340708	4340899	192	4340815	49.39	1.39484	0.170141	peak_1976
chromosome_3	4341843	4342263	421	4341912	47.98	1.35578	0.0322985	peak_1977a
chromosome_3	4341843	4342263	421	4342116	47.98	1.35578	0.0322985	peak_1977b
chromosome_3	4343365	4343538	174	4343436	45.16	1.27766	0.0	peak_1978
chromosome_3	4343950	4344151	202	4344045	57.86	1.62922	0.586256	peak_1979
chromosome_3	4347697	4348126	430	4347903	46.57	1.31672	0.0205677	peak_1980
chromosome_3	4349493	4349715	223	4349575	45.16	1.27766	0.0	peak_1981
chromosome_3	4349870	4350181	312	4349941	50.8	1.43391	0.185774	peak_1982
chromosome_3	4350369	4350717	349	4350478	50.8	1.43391	0.185774	peak_1983
chromosome_3	4351043	4352107	1065	4351119	54.33	1.41866	0.259149	peak_1984a
chromosome_3	4351043	4352107	1065	4351499	55.03	1.43675	0.283806	peak_1984b
chromosome_3	4351043	4352107	1065	4351722	54.33	1.53156	0.457835	peak_1984c
chromosome_3	4351043	4352107	1065	4351937	59.27	1.66828	0.697535	peak_1984d
chromosome_3	4352794	4354548	1755	4352828	48.68	1.37531	0.0999776	peak_1985a
chromosome_3	4352794	4354548	1755	4353067	60.68	1.70734	0.798527	peak_1985b
chromosome_3	4352794	4354548	1755	4353345	46.57	1.31672	0.0205677	peak_1985c
chromosome_3	4352794	4354548	1755	4353493	56.44	1.59015	0.570883	peak_1985d
chromosome_3	4352794	4354548	1755	4353730	47.27	1.33625	0.0322985	peak_1985e
chromosome_3	4352794	4354548	1755	4353910	46.57	1.31672	0.0205677	peak_1985f
chromosome_3	4352794	4354548	1755	4354172	52.21	1.47297	0.283806	peak_1985g
chromosome_3	4362895	4363526	632	4362993	56.44	1.51169	0.457835	peak_1986a
chromosome_3	4362895	4363526	632	4363147	62.79	1.48359	0.44472	peak_1986b
chromosome_3	4362895	4363526	632	4363442	52.92	1.48432	0.283806	peak_1986c
chromosome_3	4364320	4364477	158	4364401	55.03	1.51441	0.457835	peak_1987
chromosome_3	4364964	4365140	177	4365016	54.33	1.41866	0.259149	peak_1988
chromosome_3	4370037	4370927	891	4370099	45.86	1.29719	0.0	peak_1989a
chromosome_3	4370037	4370927	891	4370225	46.57	1.31672	0.0205677	peak_1989b
chromosome_3	4370037	4370927	891	4370415	45.16	1.27766	0.0	peak_1989c
chromosome_3	4370037	4370927	891	4370647	54.33	1.53156	0.457835	peak_1989d
chromosome_3	4371183	4373002	1820	4371377	50.09	1.41438	0.185774	peak_1990a
chromosome_3	4371183	4373002	1820	4371804	47.27	1.27032	0.0	peak_1990b
chromosome_3	4371183	4373002	1820	4372097	46.57	1.3058	0.0205677	peak_1990c
