Chr	Start	End	Length	Abs_summit	Pileup	Fold_enrichment	Pvalue	Name
chromosome_3	293500	293856	357	293574	50.71	1.43652	0.0	peak_805
chromosome_3	313147	313395	249	313184	50.06	1.26134	0.0	peak_806
chromosome_3	314614	315203	590	314663	49.41	1.33237	0.0	peak_807a
chromosome_3	314614	315203	590	314872	61.12	1.66824	0.368104	peak_807b
chromosome_3	315452	315644	193	315561	48.11	1.33535	0.0	peak_808
chromosome_3	331225	331528	304	331451	55.27	1.56294	0.0858987	peak_809
chromosome_3	332488	332759	272	332558	49.41	1.42421	0.0	peak_810
chromosome_3	386637	386828	192	386735	59.17	1.57725	0.146137	peak_811
chromosome_3	429563	429790	228	429681	53.97	1.45604	0.0	peak_812
chromosome_3	444417	444657	241	444455	45.51	1.33884	0.0	peak_813
chromosome_3	450895	451090	196	451003	45.51	1.33884	0.0	peak_814
chromosome_3	460755	461441	687	461068	46.16	1.29998	0.0	peak_815a
chromosome_3	460755	461441	687	461171	46.16	1.29474	0.0	peak_815b
chromosome_3	474956	475155	200	475046	53.32	1.56342	0.0231072	peak_816
chromosome_3	478038	478262	225	478087	44.21	1.30141	0.0	peak_817
chromosome_3	480871	481049	179	480923	46.81	1.37627	0.0	peak_818
chromosome_3	484947	485303	357	485174	57.22	1.67571	0.267403	peak_819
chromosome_3	489166	489442	277	489363	45.51	1.33884	0.0	peak_820
chromosome_3	493939	494239	301	494058	55.27	1.61957	0.146137	peak_821
chromosome_3	495389	495535	147	495459	44.21	1.30141	0.0	peak_822
chromosome_3	500106	500319	214	500160	46.81	1.37627	0.0	peak_823
chromosome_3	516612	516859	248	516759	50.06	1.46985	0.0	peak_824
chromosome_3	517271	517862	592	517364	50.06	1.46985	0.0	peak_825a
chromosome_3	517271	517862	592	517647	52.02	1.52599	0.0	peak_825b
chromosome_3	517271	517862	592	517790	44.21	1.30141	0.0	peak_825c
chromosome_3	520884	521112	229	520955	48.76	1.42183	0.0	peak_826
chromosome_3	523026	523207	182	523055	44.21	1.30141	0.0	peak_827
chromosome_3	535716	535946	231	535828	49.41	1.45113	0.0	peak_828
chromosome_3	547326	547559	234	547433	47.46	1.32243	0.0	peak_829
chromosome_3	558508	559031	524	558603	46.81	1.3661	0.0	peak_830a
chromosome_3	558508	559031	524	558951	48.11	1.4137	0.0	peak_830b
chromosome_3	560919	561427	509	561060	47.46	1.34622	0.0	peak_831a
chromosome_3	560919	561427	509	561330	51.36	1.50728	0.0	peak_831b
chromosome_3	609501	609649	149	609581	50.71	1.45431	0.0	peak_832
chromosome_3	609904	610385	482	610142	51.36	1.34269	0.0	peak_833a
chromosome_3	609904	610385	482	610255	53.97	1.34598	0.0	peak_833b
chromosome_3	616754	617005	252	616792	44.21	1.30141	0.0	peak_834
chromosome_3	628756	629068	313	628793	48.11	1.4137	0.0	peak_835a
chromosome_3	628756	629068	313	629026	46.81	1.37627	0.0	peak_835b
chromosome_3	727110	727347	238	727341	59.82	1.26703	0.0	peak_836
chromosome_3	1167671	1168157	487	1167738	46.16	1.35755	0.0	peak_837a
chromosome_3	1167671	1168157	487	1167993	44.21	1.30141	0.0	peak_837b
chromosome_3	1180887	1181656	770	1180953	48.11	1.4137	0.0	peak_838a
chromosome_3	1180887	1181656	770	1181162	44.86	1.32012	0.0	peak_838b
chromosome_3	1180887	1181656	770	1181513	53.32	1.55187	0.0231072	peak_838c
chromosome_3	1196209	1196647	439	1196281	52.02	1.52599	0.0	peak_839a
chromosome_3	1196209	1196647	439	1196507	45.51	1.33884	0.0	peak_839b
chromosome_3	1200103	1200293	191	1200135	44.21	1.29179	0.0	peak_840
chromosome_3	1206416	1206580	165	1206506	51.36	1.45458	0.0	peak_841
chromosome_3	1217325	1217494	170	1217439	46.81	1.37627	0.0	peak_842
chromosome_3	1234359	1234734	376	1234411	44.86	1.32012	0.0	peak_843
chromosome_3	1240725	1241066	342	1240780	46.16	1.35755	0.0	peak_844a
chromosome_3	1240725	1241066	342	1241042	47.46	1.39499	0.0	peak_844b
chromosome_3	1241231	1241624	394	1241351	61.12	1.77479	0.56274	peak_845
chromosome_3	1244674	1244956	283	1244738	47.46	1.38468	0.0	peak_846
chromosome_3	1252439	1253068	630	1252514	44.86	1.32012	0.0	peak_847a
chromosome_3	1252439	1253068	630	1252801	47.46	1.39499	0.0	peak_847b
chromosome_3	1256537	1256792	256	1256593	45.51	1.33884	0.0	peak_848
chromosome_3	1258390	1258557	168	1258476	48.76	1.43242	0.0	peak_849
chromosome_3	1783933	1784133	201	1784114	54.62	1.39762	0.0	peak_850
chromosome_3	1979357	1979626	270	1979550	49.41	1.43015	0.0	peak_851
chromosome_3	1992163	1992312	150	1992223	45.51	1.29784	0.0	peak_852
chromosome_3	2150551	2150876	326	2150633	48.11	1.4137	0.0	peak_853
chromosome_3	2151199	2152379	1181	2151309	47.46	1.39499	0.0	peak_854a
chromosome_3	2151199	2152379	1181	2151580	48.11	1.4137	0.0	peak_854b
chromosome_3	2151199	2152379	1181	2152153	49.41	1.45113	0.0	peak_854c
chromosome_3	2152536	2152734	199	2152607	44.86	1.32012	0.0	peak_855
chromosome_3	2163807	2164389	583	2163951	50.06	1.46985	0.0	peak_856
chromosome_3	2180494	2180714	221	2180691	46.81	1.37627	0.0	peak_857
chromosome_3	2213868	2214212	345	2214086	49.41	1.45113	0.0	peak_858
chromosome_3	2220683	2220932	250	2220711	44.86	1.32012	0.0	peak_859
chromosome_3	2250502	2250678	177	2250592	53.97	1.58214	0.0231072	peak_860
chromosome_3	2258460	2258720	261	2258541	47.46	1.39499	0.0	peak_861
chromosome_3	2258989	2259136	148	2259077	50.06	1.46985	0.0	peak_862
chromosome_3	2264753	2265044	292	2264878	46.81	1.37627	0.0	peak_863
chromosome_3	2276601	2276758	158	2276660	49.41	1.45113	0.0	peak_864
chromosome_3	2293732	2293879	148	2293865	50.71	1.48856	0.0	peak_865
chromosome_3	2294247	2294829	583	2294346	46.81	1.37627	0.0	peak_866a
chromosome_3	2294247	2294829	583	2294600	48.76	1.43242	0.0	peak_866b
chromosome_3	2295755	2296356	602	2296047	46.81	1.37627	0.0	peak_867a
chromosome_3	2295755	2296356	602	2296258	52.02	1.52599	0.0	peak_867b
chromosome_3	2440494	2440687	194	2440583	44.86	1.31088	0.0	peak_868
chromosome_3	2690886	2692041	1156	2690976	45.51	1.33884	0.0	peak_869a
chromosome_3	2690886	2692041	1156	2691303	52.67	1.45041	0.0	peak_869b
chromosome_3	2690886	2692041	1156	2691415	50.06	1.41846	0.0	peak_869c
chromosome_3	2690886	2692041	1156	2691723	55.92	1.63828	0.146137	peak_869d
chromosome_3	2703754	2704246	493	2703816	50.71	1.48856	0.0	peak_870a
chromosome_3	2703754	2704246	493	2703941	44.21	1.30141	0.0	peak_870b
chromosome_3	2710143	2710301	159	2710175	46.81	1.37627	0.0	peak_871
chromosome_3	2729591	2729777	187	2729683	50.06	1.46985	0.0	peak_872
chromosome_3	2759721	2760002	282	2759783	50.06	1.46985	0.0	peak_873
chromosome_3	2761326	2761587	262	2761381	51.36	1.50728	0.0	peak_874
chromosome_3	2774301	2774480	180	2774373	48.11	1.4137	0.0	peak_875a
chromosome_3	2774301	2774480	180	2774470	46.81	1.37627	0.0	peak_875b
chromosome_3	2787395	2787580	186	2787449	46.16	1.35755	0.0	peak_876
chromosome_3	2788018	2788580	563	2788084	46.16	1.35755	0.0	peak_877a
chromosome_3	2788018	2788580	563	2788383	49.41	1.45113	0.0	peak_877b
chromosome_3	2789508	2790188	681	2789653	64.37	1.88158	1.06992	peak_878a
chromosome_3	2789508	2790188	681	2789933	60.47	1.76929	0.531998	peak_878b
chromosome_3	2800447	2800593	147	2800577	47.46	1.39499	0.0	peak_879
chromosome_3	2820796	2820980	185	2820829	44.21	1.30141	0.0	peak_880
chromosome_3	2823433	2823667	235	2823505	44.21	1.30141	0.0	peak_881
chromosome_3	2849695	2849957	263	2849728	45.51	1.33884	0.0	peak_882
chromosome_3	2856632	2856862	231	2856730	48.76	1.43242	0.0	peak_883
chromosome_3	2857747	2857911	165	2857836	46.16	1.35755	0.0	peak_884
chromosome_3	2860817	2861053	237	2860876	44.21	1.30141	0.0	peak_885
chromosome_3	2871835	2872089	255	2871887	44.86	1.32012	0.0	peak_886
chromosome_3	3546145	3546319	175	3546217	57.22	1.47332	0.0	peak_887
chromosome_3	3802450	3802753	304	3802671	57.87	1.69443	0.267403	peak_888
chromosome_3	3803101	3803728	628	3803172	44.86	1.32012	0.0	peak_889a
chromosome_3	3803101	3803728	628	3803343	45.51	1.33884	0.0	peak_889b
chromosome_3	3803101	3803728	628	3803648	48.11	1.4137	0.0	peak_889c
chromosome_3	3804514	3804780	267	3804560	44.21	1.30141	0.0	peak_890
chromosome_3	3805424	3806811	1388	3805538	52.02	1.35936	0.0	peak_891a
chromosome_3	3805424	3806811	1388	3805775	52.02	1.52599	0.0	peak_891b
chromosome_3	3805424	3806811	1388	3806038	57.87	1.69443	0.267403	peak_891c
chromosome_3	3805424	3806811	1388	3806547	52.02	1.52599	0.0	peak_891d
chromosome_3	3805424	3806811	1388	3806726	44.21	1.30141	0.0	peak_891e
chromosome_3	3806964	3807219	256	3807048	45.51	1.33884	0.0	peak_892
chromosome_3	3807574	3807727	154	3807647	47.46	1.39499	0.0	peak_893
chromosome_3	3808054	3808211	158	3808125	51.36	1.41527	0.0	peak_894
chromosome_3	3808686	3808919	234	3808760	47.46	1.39499	0.0	peak_895
chromosome_3	3882878	3883034	157	3882965	54.62	1.39145	0.0	peak_896
chromosome_3	3884312	3884562	251	3884460	50.71	1.4825	0.0	peak_897
chromosome_3	3957667	3958530	864	3957714	53.32	1.32477	0.0	peak_898a
chromosome_3	3957667	3958530	864	3957958	48.76	1.43242	0.0	peak_898b
chromosome_3	3957667	3958530	864	3958120	48.11	1.4137	0.0	peak_898c
chromosome_3	3957667	3958530	864	3958326	51.36	1.50728	0.0	peak_898d
chromosome_3	3963940	3964103	164	3964000	46.81	1.37627	0.0	peak_899
chromosome_3	3966988	3967234	247	3967020	44.21	1.30141	0.0	peak_900
chromosome_3	3970844	3971110	267	3970943	47.46	1.39499	0.0	peak_901
chromosome_3	3977605	3978308	704	3977748	56.57	1.657	0.248239	peak_902a
chromosome_3	3977605	3978308	704	3978047	44.21	1.30141	0.0	peak_902b
chromosome_3	3978634	3978781	148	3978688	48.76	1.43242	0.0	peak_903
chromosome_3	3979378	3979556	179	3979464	52.02	1.52599	0.0	peak_904
chromosome_3	3979843	3980200	358	3979973	48.76	1.43242	0.0	peak_905
chromosome_3	3980765	3981005	241	3980983	48.11	1.4137	0.0	peak_906
chromosome_3	3981171	3981374	204	3981204	48.76	1.276	0.0	peak_907
chromosome_3	3981782	3982969	1188	3981848	52.02	1.52599	0.0	peak_908a
chromosome_3	3981782	3982969	1188	3982065	56.57	1.657	0.248239	peak_908b
chromosome_3	3981782	3982969	1188	3982257	50.06	1.46985	0.0	peak_908c
chromosome_3	3981782	3982969	1188	3982552	46.16	1.35755	0.0	peak_908d
chromosome_3	3981782	3982969	1188	3982790	50.71	1.48856	0.0	peak_908e
chromosome_3	3981782	3982969	1188	3982879	46.16	1.35755	0.0	peak_908f
chromosome_3	3984597	3985363	767	3984675	48.11	1.4137	0.0	peak_909a
chromosome_3	3984597	3985363	767	3984855	48.11	1.4137	0.0	peak_909b
chromosome_3	3984597	3985363	767	3985039	45.51	1.33884	0.0	peak_909c
chromosome_3	3986654	3986955	302	3986747	49.41	1.45113	0.0	peak_910a
chromosome_3	3986654	3986955	302	3986856	44.86	1.32012	0.0	peak_910b
chromosome_3	3987844	3988192	349	3988098	60.47	1.76929	0.531998	peak_911
chromosome_3	4007398	4007629	232	4007501	52.67	1.54471	0.0	peak_912
chromosome_3	4011802	4012075	274	4011998	44.21	1.30141	0.0	peak_913
chromosome_3	4020795	4020994	200	4020875	47.46	1.39499	0.0	peak_914
chromosome_3	4034943	4035118	176	4035027	46.16	1.35755	0.0	peak_915
chromosome_3	4041529	4041892	364	4041801	46.81	1.37627	0.0	peak_916
chromosome_3	4042240	4042446	207	4042317	44.21	1.30141	0.0	peak_917
chromosome_3	4042655	4043047	393	4042797	51.36	1.50728	0.0	peak_918
chromosome_3	4043612	4044094	483	4043681	45.51	1.29203	0.0	peak_919a
chromosome_3	4043612	4044094	483	4043910	50.06	1.46985	0.0	peak_919b
chromosome_3	4044587	4044796	210	4044689	46.81	1.37627	0.0	peak_920
chromosome_3	4046161	4046376	216	4046194	44.21	1.30141	0.0	peak_921
chromosome_3	4047304	4047566	263	4047395	46.16	1.35755	0.0	peak_922
chromosome_3	4049062	4049634	573	4049159	46.16	1.35755	0.0	peak_923a
chromosome_3	4049062	4049634	573	4049529	51.36	1.50728	0.0	peak_923b
chromosome_3	4049832	4050051	220	4049862	44.21	1.30141	0.0	peak_924
chromosome_3	4050418	4050814	397	4050489	46.81	1.37627	0.0	peak_925a
chromosome_3	4050418	4050814	397	4050730	52.02	1.52599	0.0	peak_925b
chromosome_3	4053115	4053331	217	4053212	55.92	1.63828	0.146137	peak_926
chromosome_3	4054268	4054546	279	4054315	44.21	1.30141	0.0	peak_927
chromosome_3	4054695	4055123	429	4054727	46.16	1.35755	0.0	peak_928a
chromosome_3	4054695	4055123	429	4054911	46.81	1.37627	0.0	peak_928b
chromosome_3	4058171	4058649	479	4058367	53.32	1.56342	0.0231072	peak_929
chromosome_3	4070084	4070230	147	4070151	52.02	1.44953	0.0	peak_930
chromosome_3	4077106	4077399	294	4077137	46.16	1.35755	0.0	peak_931
chromosome_3	4079974	4080130	157	4080053	53.97	1.58214	0.0231072	peak_932
chromosome_3	4080494	4081224	731	4080583	46.81	1.3661	0.0	peak_933a
chromosome_3	4080494	4081224	731	4081123	50.06	1.46985	0.0	peak_933b
chromosome_3	4081664	4081952	289	4081754	50.71	1.48856	0.0	peak_934
chromosome_3	4110251	4110538	288	4110481	50.06	1.46985	0.0	peak_935
chromosome_3	4133337	4133641	305	4133447	57.87	1.69443	0.267403	peak_936
chromosome_3	4135116	4135303	188	4135144	50.06	1.3438	0.0	peak_937
chromosome_3	4135726	4136041	316	4135804	48.11	1.39326	0.0	peak_938
chromosome_3	4150223	4150591	369	4150302	47.46	1.30982	0.0	peak_939a
chromosome_3	4150223	4150591	369	4150513	50.06	1.38728	0.0	peak_939b
chromosome_3	4150743	4151051	309	4150824	47.46	1.34126	0.0	peak_940
chromosome_3	4154156	4154341	186	4154252	50.71	1.48856	0.0	peak_941
chromosome_3	4160716	4161297	582	4160922	54.62	1.60085	0.122922	peak_942a
chromosome_3	4160716	4161297	582	4161172	53.32	1.56342	0.0231072	peak_942b
chromosome_3	4162254	4162468	215	4162385	51.36	1.50728	0.0	peak_943
chromosome_3	4162727	4163326	600	4162865	46.16	1.35755	0.0	peak_944a
chromosome_3	4162727	4163326	600	4163245	50.71	1.48856	0.0	peak_944b
chromosome_3	4164294	4164574	281	4164364	48.11	1.40326	0.0	peak_945
chromosome_3	4165762	4166058	297	4165808	45.51	1.33884	0.0	peak_946
chromosome_3	4170095	4170414	320	4170153	47.46	1.39499	0.0	peak_947
chromosome_3	4172000	4172262	263	4172074	50.06	1.46985	0.0	peak_948
chromosome_3	4173482	4173683	202	4173510	44.86	1.32012	0.0	peak_949
chromosome_3	4187808	4188110	303	4187876	54.62	1.50313	0.0	peak_950
chromosome_3	4192656	4192890	235	4192686	48.76	1.43242	0.0	peak_951
chromosome_3	4193327	4193516	190	4193409	44.21	1.30141	0.0	peak_952
chromosome_3	4193794	4194125	332	4193918	55.92	1.63828	0.146137	peak_953
chromosome_3	4194281	4194632	352	4194353	47.46	1.39499	0.0	peak_954a
chromosome_3	4194281	4194632	352	4194540	50.71	1.48856	0.0	peak_954b
chromosome_3	4197476	4197732	257	4197515	46.81	1.37627	0.0	peak_955
chromosome_3	4203866	4204236	371	4204083	58.52	1.71314	0.368104	peak_956
chromosome_3	4205025	4205207	183	4205137	46.16	1.35755	0.0	peak_957
chromosome_3	4210741	4210892	152	4210857	47.46	1.39499	0.0	peak_958
chromosome_3	4212061	4212887	827	4212207	49.41	1.45113	0.0	peak_959a
chromosome_3	4212061	4212887	827	4212296	50.06	1.46985	0.0	peak_959b
chromosome_3	4212061	4212887	827	4212813	46.16	1.35755	0.0	peak_959c
chromosome_3	4217729	4217972	244	4217835	44.21	1.30141	0.0	peak_960
chromosome_3	4218326	4218846	521	4218421	51.36	1.50728	0.0	peak_961a
chromosome_3	4218326	4218846	521	4218611	49.41	1.45113	0.0	peak_961b
chromosome_3	4223682	4223853	172	4223785	46.16	1.35755	0.0	peak_962
chromosome_3	4225172	4225365	194	4225253	44.86	1.32012	0.0	peak_963
chromosome_3	4229891	4230059	169	4229982	49.41	1.45113	0.0	peak_964
chromosome_3	4233233	4233499	267	4233269	46.16	1.35755	0.0	peak_965
chromosome_3	4233892	4234227	336	4233969	46.81	1.37627	0.0	peak_966
chromosome_3	4240743	4240965	223	4240856	48.11	1.4137	0.0	peak_967
chromosome_3	4242059	4242355	297	4242112	50.06	1.46985	0.0	peak_968
chromosome_3	4242511	4242766	256	4242635	44.21	1.30141	0.0	peak_969
chromosome_3	4243024	4243233	210	4243111	45.51	1.33884	0.0	peak_970
chromosome_3	4247810	4248029	220	4247885	44.86	1.32012	0.0	peak_971a
chromosome_3	4247810	4248029	220	4247948	44.21	1.30141	0.0	peak_971b
chromosome_3	4253836	4254114	279	4253871	48.76	1.276	0.0	peak_972
chromosome_3	4255162	4255743	582	4255236	50.06	1.46985	0.0	peak_973a
chromosome_3	4255162	4255743	582	4255500	44.21	1.30141	0.0	peak_973b
chromosome_3	4255162	4255743	582	4255650	52.02	1.52599	0.0	peak_973c
chromosome_3	4257900	4258125	226	4257996	50.71	1.48856	0.0	peak_974
chromosome_3	4261092	4261276	185	4261172	48.76	1.43242	0.0	peak_975
chromosome_3	4261646	4262208	563	4261725	47.46	1.39499	0.0	peak_976a
chromosome_3	4261646	4262208	563	4261953	44.21	1.30141	0.0	peak_976b
chromosome_3	4262435	4262660	226	4262506	48.76	1.30303	0.0	peak_977
chromosome_3	4263323	4264807	1485	4263405	46.81	1.37627	0.0	peak_978a
chromosome_3	4263323	4264807	1485	4263646	46.81	1.37627	0.0	peak_978b
chromosome_3	4263323	4264807	1485	4263921	55.27	1.61957	0.146137	peak_978c
chromosome_3	4263323	4264807	1485	4264462	49.41	1.45113	0.0	peak_978d
chromosome_3	4265089	4266130	1042	4265323	53.97	1.58214	0.0231072	peak_979a
chromosome_3	4265089	4266130	1042	4265666	50.06	1.46985	0.0	peak_979b
chromosome_3	4265089	4266130	1042	4265909	48.11	1.4137	0.0	peak_979c
chromosome_3	4267649	4268102	454	4267802	50.06	1.46985	0.0	peak_980a
chromosome_3	4267649	4268102	454	4267983	52.02	1.39513	0.0	peak_980b
chromosome_3	4268822	4269286	465	4268854	44.86	1.32012	0.0	peak_981
chromosome_3	4273710	4273952	243	4273758	46.81	1.37627	0.0	peak_982
chromosome_3	4274196	4274399	204	4274312	46.81	1.37627	0.0	peak_983
chromosome_3	4274658	4274985	328	4274726	44.21	1.30141	0.0	peak_984a
chromosome_3	4274658	4274985	328	4274899	46.81	1.37627	0.0	peak_984b
chromosome_3	4275523	4275858	336	4275586	44.21	1.30141	0.0	peak_985
chromosome_3	4285289	4286056	768	4285365	44.86	1.32012	0.0	peak_986a
chromosome_3	4285289	4286056	768	4285531	46.16	1.35755	0.0	peak_986b
chromosome_3	4285289	4286056	768	4285842	48.76	1.43242	0.0	peak_986c
chromosome_3	4287292	4287446	155	4287332	47.46	1.36911	0.0	peak_987
chromosome_3	4289977	4290171	195	4290094	47.46	1.39499	0.0	peak_988
chromosome_3	4291758	4292341	584	4292025	46.81	1.37627	0.0	peak_989a
chromosome_3	4291758	4292341	584	4292239	56.57	1.657	0.248239	peak_989b
chromosome_3	4292499	4292734	236	4292670	44.86	1.32012	0.0	peak_990
chromosome_3	4297110	4297346	237	4297128	45.51	1.33884	0.0	peak_991
chromosome_3	4297498	4297858	361	4297593	55.92	1.59203	0.122922	peak_992
chromosome_3	4314612	4314972	361	4314691	47.46	1.39499	0.0	peak_993
chromosome_3	4322296	4322585	290	4322418	46.81	1.37627	0.0	peak_994
chromosome_3	4323507	4323821	315	4323684	51.36	1.50728	0.0	peak_995
chromosome_3	4324233	4324419	187	4324305	44.21	1.30141	0.0	peak_996
chromosome_3	4331098	4331615	518	4331159	46.81	1.37627	0.0	peak_997a
chromosome_3	4331098	4331615	518	4331337	49.41	1.45113	0.0	peak_997b
chromosome_3	4331098	4331615	518	4331540	48.11	1.4137	0.0	peak_997c
chromosome_3	4334848	4335080	233	4335040	48.11	1.4137	0.0	peak_998
chromosome_3	4341846	4342119	274	4341891	46.16	1.35755	0.0	peak_999a
chromosome_3	4341846	4342119	274	4342044	44.21	1.30141	0.0	peak_999b
chromosome_3	4348865	4349106	242	4349008	50.71	1.48856	0.0	peak_1000
chromosome_3	4349421	4349719	299	4349482	47.46	1.39499	0.0	peak_1001
chromosome_3	4349924	4350072	149	4349993	46.81	1.37627	0.0	peak_1002
chromosome_3	4350509	4351542	1034	4350652	50.06	1.46985	0.0	peak_1003a
chromosome_3	4350509	4351542	1034	4350960	49.41	1.45113	0.0	peak_1003b
chromosome_3	4350509	4351542	1034	4351306	48.11	1.4137	0.0	peak_1003c
chromosome_3	4352187	4352361	175	4352258	46.81	1.37627	0.0	peak_1004
chromosome_3	4354272	4354473	202	4354425	44.21	1.30141	0.0	peak_1005
chromosome_3	4362911	4363429	519	4362984	50.71	1.48856	0.0	peak_1006a
chromosome_3	4362911	4363429	519	4363337	46.81	1.37627	0.0	peak_1006b
chromosome_3	4362911	4363429	519	4363419	46.16	1.35755	0.0	peak_1006c
chromosome_3	4365117	4365473	357	4365238	54.62	1.32378	0.0	peak_1007
chromosome_3	4365963	4366168	206	4366155	44.86	1.32012	0.0	peak_1008
chromosome_3	4370282	4370697	416	4370455	48.11	1.4137	0.0	peak_1009
chromosome_3	4372010	4372517	508	4372074	48.11	1.4137	0.0	peak_1010a
chromosome_3	4372010	4372517	508	4372305	44.21	1.30141	0.0	peak_1010b
chromosome_3	4376915	4377158	244	4377011	47.46	1.39499	0.0	peak_1011
chromosome_3	4378812	4379076	265	4378940	47.46	1.30983	0.0	peak_1012
chromosome_3	4384327	4384478	152	4384434	47.46	1.39499	0.0	peak_1013
chromosome_3	4385375	4385649	275	4385507	53.97	1.58214	0.0231072	peak_1014
chromosome_3	4418731	4419448	718	4418856	52.67	1.54297	0.0	peak_1015a
chromosome_3	4418731	4419448	718	4419404	52.02	1.5096	0.0	peak_1015b
chromosome_3	4430565	4430918	354	4430775	47.46	1.30412	0.0	peak_1016
chromosome_3	4436402	4436636	235	4436543	59.17	1.45761	0.0	peak_1017
chromosome_3	4438767	4439128	362	4438838	53.97	1.56579	0.0231072	peak_1018a
chromosome_3	4438767	4439128	362	4439051	46.81	1.37627	0.0	peak_1018b
chromosome_3	4439694	4439947	254	4439809	50.06	1.46985	0.0	peak_1019
chromosome_3	4440104	4440314	211	4440192	55.27	1.61957	0.146137	peak_1020
chromosome_3	4441933	4442164	232	4442018	44.21	1.30141	0.0	peak_1021
chromosome_3	4446694	4446889	196	4446729	44.21	1.30141	0.0	peak_1022
chromosome_3	4448040	4448213	174	4448071	44.21	1.30141	0.0	peak_1023
chromosome_3	4465682	4465914	233	4465749	44.21	1.30141	0.0	peak_1024
chromosome_3	4467186	4467418	233	4467286	48.11	1.4137	0.0	peak_1025
chromosome_3	4468397	4468546	150	4468530	48.11	1.4137	0.0	peak_1026
chromosome_3	4470751	4470954	204	4470784	44.21	1.30141	0.0	peak_1027
chromosome_3	4473808	4474074	267	4473852	48.76	1.43242	0.0	peak_1028
chromosome_3	4483390	4483814	425	4483567	50.06	1.46985	0.0	peak_1029
chromosome_3	4488714	4488860	147	4488742	44.21	1.30141	0.0	peak_1030
chromosome_3	4492812	4493030	219	4492918	46.16	1.35755	0.0	peak_1031
chromosome_3	4494777	4495020	244	4494915	55.92	1.63828	0.146137	peak_1032
chromosome_3	4495287	4495652	366	4495550	52.02	1.47264	0.0	peak_1033
chromosome_3	4495812	4496188	377	4495934	56.57	1.657	0.248239	peak_1034
chromosome_3	4500177	4500960	784	4500596	50.71	1.48856	0.0	peak_1035a
chromosome_3	4500177	4500960	784	4500879	46.81	1.37627	0.0	peak_1035b
chromosome_3	4501890	4502160	271	4501936	52.02	1.43284	0.0	peak_1036a
chromosome_3	4501890	4502160	271	4502080	50.71	1.41511	0.0	peak_1036b
chromosome_3	4547935	4548094	160	4548006	48.11	1.4137	0.0	peak_1037
chromosome_3	4551466	4551621	156	4551519	52.02	1.39513	0.0	peak_1038
chromosome_3	4552366	4552674	309	4552410	48.11	1.4137	0.0	peak_1039a
chromosome_3	4552366	4552674	309	4552648	47.46	1.39499	0.0	peak_1039b
chromosome_3	4560510	4561143	634	4560767	51.36	1.50728	0.0	peak_1040
chromosome_3	4564234	4564548	315	4564521	46.81	1.37627	0.0	peak_1041
chromosome_3	4564808	4565070	263	4565012	50.06	1.46985	0.0	peak_1042
chromosome_3	4565249	4565522	274	4565320	48.76	1.43242	0.0	peak_1043
chromosome_3	4566040	4566357	318	4566110	46.81	1.37627	0.0	peak_1044
chromosome_3	4584089	4584297	209	4584119	47.46	1.28581	0.0	peak_1045
chromosome_3	4591357	4591645	289	4591396	49.41	1.45113	0.0	peak_1046a
chromosome_3	4591357	4591645	289	4591596	48.11	1.4137	0.0	peak_1046b
chromosome_3	4591863	4592212	350	4591950	51.36	1.50728	0.0	peak_1047a
chromosome_3	4591863	4592212	350	4592136	45.51	1.33884	0.0	peak_1047b
chromosome_3	4599941	4600102	162	4600015	49.41	1.45113	0.0	peak_1048
chromosome_3	4600343	4600500	158	4600480	48.11	1.29247	0.0	peak_1049
chromosome_3	4607197	4607343	147	4607257	46.16	1.31009	0.0	peak_1050
chromosome_3	4610960	4611311	352	4611088	50.71	1.48856	0.0	peak_1051
chromosome_3	4634147	4634402	256	4634180	45.51	1.33884	0.0	peak_1052a
chromosome_3	4634147	4634402	256	4634317	44.86	1.32012	0.0	peak_1052b
chromosome_3	4635668	4636096	429	4635791	46.81	1.3661	0.0	peak_1053
chromosome_3	4654495	4654700	206	4654581	48.76	1.43242	0.0	peak_1054
chromosome_3	4668080	4668226	147	4668194	46.16	1.34753	0.0	peak_1055
chromosome_3	4670388	4670549	162	4670427	48.76	1.43242	0.0	peak_1056
chromosome_3	4670882	4671066	185	4670997	52.67	1.54471	0.0	peak_1057
chromosome_3	4687162	4687308	147	4687278	50.71	1.48856	0.0	peak_1058
chromosome_3	4689492	4689733	242	4689590	47.46	1.39499	0.0	peak_1059
chromosome_3	4690659	4691272	614	4690725	44.86	1.32012	0.0	peak_1060a
chromosome_3	4690659	4691272	614	4691087	44.86	1.32012	0.0	peak_1060b
chromosome_3	4695277	4695562	286	4695307	44.21	1.30141	0.0	peak_1061
chromosome_3	4712064	4712281	218	4712210	49.41	1.45113	0.0	peak_1062
chromosome_3	4713439	4713777	339	4713511	44.21	1.27199	0.0	peak_1063
chromosome_3	4714857	4715359	503	4714885	50.71	1.32602	0.0	peak_1064a
chromosome_3	4714857	4715359	503	4715091	53.97	1.58214	0.0231072	peak_1064b
chromosome_3	4714857	4715359	503	4715302	52.67	1.54471	0.0	peak_1064c
chromosome_3	4743398	4743798	401	4743658	55.27	1.61957	0.146137	peak_1065
chromosome_3	4749654	4749806	153	4749732	49.41	1.45113	0.0	peak_1066
chromosome_3	4759428	4759657	230	4759560	49.41	1.45113	0.0	peak_1067
chromosome_3	4760390	4760544	155	4760422	44.21	1.30141	0.0	peak_1068
chromosome_3	4764503	4764663	161	4764533	44.86	1.32012	0.0	peak_1069
