Sample ID	Series Accession	Study Title	Condition	Related Sample	PMID
nc025005	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	OR74A  Glucose2.0%  1h	GSM2081625,GSM2081626	28115989
nc025006	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	OR74A  Glucose10.0%  1h	GSM2081627,GSM2081628	28115989
nc025007	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	OR74A  Avicel2.0%  40h	GSM2081629,GSM2081630	28115989
nc025008	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	OR74A  Avicel2.0%  54h	GSM2081631,GSM2081632	28115989
nc025009	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	OR74A  Avicel2.0%  72h	GSM2081633,GSM2081634	28115989
nc025010	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta cre-1  Avicel2.0%  40h	GSM2081635,GSM2081636	28115989
nc025011	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta cre-1  Avicel2.0%  54h	GSM2081637,GSM2081638	28115989
nc025012	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta 2hgt  Avicel2.0%  40h	GSM2081639,GSM2081640	28115989
nc025013	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta 2hgt  Avicel2.0%  54h	GSM2081641,GSM2081642	28115989
nc025014	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta 2hgt  Avicel2.0%  72h	GSM2081643,GSM2081644	28115989
nc025015	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta 2hgt; Delta cre-1  Avicel2.0%  40h	GSM2081645,GSM2081646	28115989
nc025016	GSE78952	Identification and Characterization of the Glucose Dual-transporter System: Pleiotropic Roles in Nutrient Transport, Signaling, and Carbon Catabolite Repression in Neurospora crassa	Delta 2hgt; Delta cre-1  Avicel2.0%  54h	GSM2081647,GSM2081648	28115989
nc026001	GSE90611	Network reconstruction and systems analysis of plant cell wall deconstruction by Neurospora crassa (RNA-seq)	OR74A  Mannan  	GSM2407767,GSM2407768,GSM2407769	28947916
nc026002	GSE90611	Network reconstruction and systems analysis of plant cell wall deconstruction by Neurospora crassa (RNA-seq)	OR74A  Mixed-linkage-glucan  	GSM2407770,GSM2407771,GSM2407772	28947916
nc026003	GSE90611	Network reconstruction and systems analysis of plant cell wall deconstruction by Neurospora crassa (RNA-seq)	OR74A  Starch  	GSM2407773,GSM2407774,GSM2407775	28947916
nc026004	GSE90611	Network reconstruction and systems analysis of plant cell wall deconstruction by Neurospora crassa (RNA-seq)	OR74A  Xyloglucan  	GSM2407776,GSM2407777,GSM2407778	28947916
nc027001	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	OR74A Starvation   10h	GSM2521538,GSM2521539,GSM2521540	28973881
nc027002	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	clr-3 Starvation   10h	GSM2521541,GSM2521542,GSM2521543	28973881
nc027003	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	os-1 Starvation   10h	GSM2521544,GSM2521545,GSM2521546	28973881
nc027004	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	os-2 Starvation   10h	GSM2521547,GSM2521548,GSM2521549	28973881
nc027005	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	cre-1 Starvation   10h	GSM2521550,GSM2521551,GSM2521552	28973881
nc027006	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	os-1;clr-3 Starvation   10h	GSM2521553,GSM2521554,GSM2521555	28973881
nc027007	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	os-2;clr-3 Starvation   10h	GSM2521556,GSM2521557,GSM2521558	28973881
nc027008	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	cre-1;clr-3 Starvation   10h	GSM2521559,GSM2521560,GSM2521561	28973881
nc027009	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	clr-3 Starvation   4h	GSM2521562,GSM2521563,GSM2521564	28973881
nc027010	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	clr-1  Avicel  4h	GSM2521565,GSM2521566,GSM2521567	28973881
nc027011	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	clr-2  Avicel  4h	GSM2521568,GSM2521569,GSM2521570	28973881
nc027012	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	Pccg1-clr-2 Starvation   4h	GSM2521571,GSM2521572,GSM2521573	28973881
nc027013	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	OR74A  Avicel  4h	GSM2521574,GSM2521575,GSM2521576	28973881
nc027014	GSE95681	Network of nutrient sensing pathways and a conserved kinase cascade integrates osmolarity and carbon sensing in Neurospora crassa	OR74A Starvation   4h	GSM2521577,GSM2521578,GSM2521579	28973881
nc028001	GSE95807	Deciphering the Regulatory Network between the SREBP pathway and Protein Secretion in Neurospora crassa	OR74A Vogel’s    	GSM2526303,GSM2526304,GSM2526305	28420736
nc028002	GSE95807	Deciphering the Regulatory Network between the SREBP pathway and Protein Secretion in Neurospora crassa	Delta sah-2 Vogel’s    	GSM2526306,GSM2526307,GSM2526308	28420736
nc028003	GSE95807	Deciphering the Regulatory Network between the SREBP pathway and Protein Secretion in Neurospora crassa	Mclr-2 Vogel’s    	GSM2526309,GSM2526310,GSM2526311	28420736
nc028004	GSE95807	Deciphering the Regulatory Network between the SREBP pathway and Protein Secretion in Neurospora crassa	Mclr-2 Vogel’s    	GSM2526312,GSM2526313,GSM2526314	28420736
nc029005	GSE97717	Translation initiation from conserved non-AUG codons provides additional layers of regulation and coding capacity	OR74A Dark    	GSM2576087,GSM2576088	28655822
nc029006	GSE97717	Translation initiation from conserved non-AUG codons provides additional layers of regulation and coding capacity	OR74A Dark    	GSM2576089,GSM2576090	28655822
nc029007	GSE97717	Translation initiation from conserved non-AUG codons provides additional layers of regulation and coding capacity	FGSC6103 3-amino-1   	GSM2576091,GSM2576092	28655822
nc030001	GSE97157	RNA-seq analysis of wild type and upf1 knockout strains in the filamentous fungus Neurospora crassa.	UPF1  Glucose  2d	GSM2552873	28600326
nc030002	GSE97157	RNA-seq analysis of wild type and upf1 knockout strains in the filamentous fungus Neurospora crassa.	OR74A  Glucose  2d	GSM2552874	28600326
nc031001	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	OR74A Dark    	GSM2637957	29258423
nc031002	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	OR74A Light   0.5h	GSM2637958	29258423
nc031003	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	OR74A Light   1h	GSM2637959	29258423
nc031004	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	OR74A Light   2h	GSM2637960	29258423
nc031005	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	OR74A Light   	GSM2637961	29258423
nc031006	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	Delta wc1 Light   	GSM2637962	29258423
nc031007	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	Delta wc2 Light   	GSM2637963	29258423
nc031008	GSE99245	The coding and noncoding transcriptome of Neurospora crassa	OR74A After a light to dark transfer   	GSM2637964	29258423
nc032001	GSE73838	The Protein Non-anchored cell wall protein NCW-1 promotes cellulase production through effects on cellobiose uptake in Neurospora crassa	Delta 3βG  Cellobiose  	GSM1904310	28039555
nc032002	GSE73838	The Protein Non-anchored cell wall protein NCW-1 promotes cellulase production through effects on cellobiose uptake in Neurospora crassa	Delta 3βGDelta ncw-1  Cellobiose  	GSM1904311	28039555
nc033001	GSE113321	Disruption of gul-1 decreased the culture viscosity and improved protein secretion in the filamentous fungus Neurospora crassa	delta-gul-1  Avicel 25 ℃ 3d	GSM3103245	29908565
nc033002	GSE113321	Disruption of gul-1 decreased the culture viscosity and improved protein secretion in the filamentous fungus Neurospora crassa	OR74A  Avicel 25 ℃ 3d	GSM3103246	29908565
nc034001	GSE100539	Comparative transcriptome of Neurospora crassa strains	genotype: wild type Low inorganic phosphate   	GSM2686167,GSM2686168,GSM2686169	29668735
nc034002	GSE100539	Comparative transcriptome of Neurospora crassa strains	genotype: wild type High inorganic phosphate   	GSM2686170,GSM2686171,GSM2686172	29668735
nc034003	GSE100539	Comparative transcriptome of Neurospora crassa strains	Delta mus-52 Low inorganic phosphate   	GSM2686173,GSM2686174,GSM2686175	29668735
nc034004	GSE100539	Comparative transcriptome of Neurospora crassa strains	Delta mus-52 High inorganic phosphate   	GSM2686176,GSM2686177,GSM2686178	29668735
nc035001	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5100_AR16_FGSC1614  Sucrose  16h	GSM2787830	29297465
nc035002	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5101_ALS159_FGSC2100  Sucrose  16h	GSM2787831	29297465
nc035003	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5102_OY329_FGSC3670  Sucrose  16h	GSM2787832	29297465
nc035004	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5858_OY337_FGSC3668  Sucrose  16h	GSM2787833	29297465
nc035005	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5859_UK2-32_FGSC7294  Sucrose  16h	GSM2787834	29297465
nc035006	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5862_OY350_FGSC7294  Sucrose  16h	GSM2787835	29297465
nc035007	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N5866_UK3-41_FGSC6869  Sucrose  16h	GSM2787836	29297465
nc035008	GSE104019	Telomere repeats induce domains of H3K27 methylation in Neurospora	N6086_N6087_N5102_delta set-7  Sucrose  16h	GSM2787837	29297465
nc036001	GSE118495	ASH-1-catalyzed H3K36 methylation drives gene repression and marks H3K27me2/3-competent chromatin	ash-1    	GSM3330982	30468429
nc036002	GSE118495	ASH-1-catalyzed H3K36 methylation drives gene repression and marks H3K27me2/3-competent chromatin	set-2    	GSM3330984	30468429
nc036003	GSE118495	ASH-1-catalyzed H3K36 methylation drives gene repression and marks H3K27me2/3-competent chromatin	N3752 His-   	GSM3330985	30468429
nc036004	GSE118495	ASH-1-catalyzed H3K36 methylation drives gene repression and marks H3K27me2/3-competent chromatin	N3752 Mus-52   	GSM3330986	30468429
nc037001	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   0h	GSM3121130	30472532
nc037002	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   2h	GSM3121131	30472532
nc037003	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   4h	GSM3121132	30472532
nc037004	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   6h	GSM3121133	30472532
nc037005	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   8h	GSM3121134	30472532
nc037006	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   10h	GSM3121135	30472532
nc037007	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   12h	GSM3121136	30472532
nc037008	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   14h	GSM3121137	30472532
nc037009	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   16h	GSM3121138	30472532
nc037010	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   18h	GSM3121139	30472532
nc037011	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   20h	GSM3121140	30472532
nc037012	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	OR74A After lights off   22h	GSM3121141	30472532
nc037013	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   0h	GSM3121142	30472532
nc037014	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   2h	GSM3121143	30472532
nc037015	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   4h	GSM3121144	30472532
nc037016	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   6h	GSM3121145	30472532
nc037017	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   8h	GSM3121146	30472532
nc037018	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   10h	GSM3121147	30472532
nc037019	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   12h	GSM3121148	30472532
nc037020	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   14h	GSM3121149	30472532
nc037021	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   16h	GSM3121150	30472532
nc037022	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   18h	GSM3121151	30472532
nc037023	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   20h	GSM3121152	30472532
nc037024	GSE113845	RNA-sequencing of WT and Delta MSN1 strains of N. crassa over a circadian time course	FGSC #11345: Delta MSN1 After lights off   22h	GSM3121153	30472532
nc038001	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Tween    15min	GSM2702286,GSM2702287,GSM2702288	30914504
nc038002	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Tween    2h	GSM2702289,GSM2702290,GSM2702291	30914504
nc038003	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Tween    4h	GSM2702292,GSM2702293,GSM2702294	30914504
nc038004	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Tween    6h	GSM2702295,GSM2702296,GSM2702297	30914504
nc038005	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Maple sap   15min	GSM2702298,GSM2702299,GSM2702300	30914504
nc038006	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Maple sap   2h	GSM2702301,GSM2702302,GSM2702303	30914504
nc038007	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Maple sap   4h	GSM2702304,GSM2702305,GSM2702306	30914504
nc038008	GSE101412	Gene expression during conidia germination in Neurospora crassa on different media	OR74A Maple sap   6h	GSM2702307,GSM2702308,GSM2702309	30914504
nc040001	GSE121353	Context dependent Histone H3 Lysine 4 methylation is necessary for repression and is a requisite modification for facultative heterochromatin at distinct loci [RNA-seq]	OR74A Harvest time: dd24   	GSM3432252,GSM3432253	31068130
nc040002	GSE121353	Context dependent Histone H3 Lysine 4 methylation is necessary for repression and is a requisite modification for facultative heterochromatin at distinct loci [RNA-seq]	OR74A Harvest time: lp30   	GSM3432254,GSM3432255	31068130
nc040003	GSE121353	Context dependent Histone H3 Lysine 4 methylation is necessary for repression and is a requisite modification for facultative heterochromatin at distinct loci [RNA-seq]	set1 Harvest time: dd24   	GSM3432256,GSM3432257	31068130
nc040004	GSE121353	Context dependent Histone H3 Lysine 4 methylation is necessary for repression and is a requisite modification for facultative heterochromatin at distinct loci [RNA-seq]	set1 Harvest time: lp30   	GSM3432258,GSM3432259	31068130
nc040005	GSE121353	Context dependent Histone H3 Lysine 4 methylation is necessary for repression and is a requisite modification for facultative heterochromatin at distinct loci [RNA-seq]	dim5 Harvest time: dd24   	GSM3432260,GSM3432261	31068130
nc040006	GSE121353	Context dependent Histone H3 Lysine 4 methylation is necessary for repression and is a requisite modification for facultative heterochromatin at distinct loci [RNA-seq]	dim5 Harvest time: lp30   	GSM3432262,GSM3432263	31068130
nc041001	GSE132373	The pH Signaling Transcription Factor PAC-3 Regulates Metabolic and Developmental Processes in Pathogenic Fungi	delta-mus52 Low inorganic phosphate Sucrose  5d	GSM3861086,GSM3861087,GSM3861088	31551996
nc041002	GSE132373	The pH Signaling Transcription Factor PAC-3 Regulates Metabolic and Developmental Processes in Pathogenic Fungi	delta-mus52 High inorganic phosphate Sucrose  5d	GSM3861089,GSM3861090,GSM3861091	31551996
nc041003	GSE132373	The pH Signaling Transcription Factor PAC-3 Regulates Metabolic and Developmental Processes in Pathogenic Fungi	delta-pac3 Low inorganic phosphate Sucrose  10d	GSM3861092,GSM3861093,GSM3861094	31551996
nc041004	GSE132373	The pH Signaling Transcription Factor PAC-3 Regulates Metabolic and Developmental Processes in Pathogenic Fungi	delta-pac3 High inorganic phosphate Sucrose  10d	GSM3861095,GSM3861096,GSM3861097	31551996
nc042001	GSE111986	A novel conserved transcription factor CLR-4 regulates cellulase genes expression through controlling the intracellular cAMP level in ascomycete fungi	Delta clr-4  Sucrose 25° 16h	GSM3048710,GSM3048711	30474279
nc043001	GSE137018	Loss of Lysine-Specific Demethylase 1 (LSD1) Drives Aberrant Heterochromatin Formation in Neurospora crassa	delta_lsd1  Sucrose 32° 16h	GSM4065471,GSM4065472	32946564
nc044001	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	FGSC4200  Glucose2.0%  	GSM4544781,GSM4544782,GSM4544783	33051373
nc044002	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	FGSC4200  Glucose2.0% + 3-at  	GSM4544784,GSM4544785,GSM4544786	33051373
nc044003	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	FGSC4200  Glucose0.1%  	GSM4544787,GSM4544788	33051373
nc044004	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	cpc-1KO  Glucose2.0%  	GSM4544789,GSM4544790	33051373
nc044005	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	cpc-1KO  Glucose2.0% + 3-at  	GSM4544791,GSM4544792,GSM4544793	33051373
nc044006	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	cpc-1KO  Glucose0.1%  	GSM4544794,GSM4544795	33051373
nc044007	GSE150287	Effect of cpc-1 deletion in Neurospora crassa on transcriptome under different culture conditions	cpc-1KO+cpc-1WT  Glucose2.0% + 3-at  	GSM4694036,GSM4694037,GSM4694038	33051373
nc045001	GSE140787	Identification of a novel fungal PRC2 accessory subunit	N3752  Sucrose  	GSM4185072	32179551
nc045002	GSE140787	Identification of a novel fungal PRC2 accessory subunit	N3752  Sucrose  	GSM4185073	32179551
nc045003	GSE140787	Identification of a novel fungal PRC2 accessory subunit	Delta pas N7617  Sucrose  	GSM4185074	32179551
nc045004	GSE140787	Identification of a novel fungal PRC2 accessory subunit	Delta pas N7680  Sucrose  	GSM4185075	32179551
nc047001	GSE155999	Nonsense mediated decay and a novel protein Period-2 regulate casein kinase I in an opposing manner to control circadian period in Neurospora crassa	328-4  Glucose  	GSM4718795	33295874
nc047002	GSE155999	Nonsense mediated decay and a novel protein Period-2 regulate casein kinase I in an opposing manner to control circadian period in Neurospora crassa	1810  Glucose  	GSM4718796	33295874
nc047003	GSE155999	Nonsense mediated decay and a novel protein Period-2 regulate casein kinase I in an opposing manner to control circadian period in Neurospora crassa	328-4  Glucose  	GSM4718797	33295874
nc047004	GSE155999	Nonsense mediated decay and a novel protein Period-2 regulate casein kinase I in an opposing manner to control circadian period in Neurospora crassa	1810  Glucose  	GSM4718798	33295874
nc047005	GSE155999	Nonsense mediated decay and a novel protein Period-2 regulate casein kinase I in an opposing manner to control circadian period in Neurospora crassa	328-4  Glucose  	GSM4718799	33295874
nc047006	GSE155999	Nonsense mediated decay and a novel protein Period-2 regulate casein kinase I in an opposing manner to control circadian period in Neurospora crassa	1810  Glucose  	GSM4718800	33295874
nc048001	GSE130155	Effect of adat2 silencing in Neurospora crassa on translation kinetics and transcriptome	87-3 Normalization-wt Glucose  	GSM3732953,GSM3905561	32479508
nc048002	GSE130155	Effect of adat2 silencing in Neurospora crassa on translation kinetics and transcriptome	301-6 Normalization-siadat2 Glucose  	GSM3732954,GSM3905562	32479508
nc048003	GSE130155	Effect of adat2 silencing in Neurospora crassa on translation kinetics and transcriptome	87-3 Wt Glucose  	GSM3732955,GSM3732956	32479508
nc048004	GSE130155	Effect of adat2 silencing in Neurospora crassa on translation kinetics and transcriptome	301-6 Siadat2 Glucose  	GSM3732957,GSM3732958	32479508
nc049001	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	OR74A  No carbon  	GSM4758484,GSM4758485	33509260
nc049002	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	OR74A  Glucose0.05%  	GSM4758486,GSM4758487	33509260
nc049003	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	OR74A  Glucose0.5%  	GSM4758488,GSM4758489	33509260
nc049004	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	OR74A  Glucose2.0%  	GSM4758490,GSM4758491	33509260
nc049005	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta rco-3  No carbon  	GSM4758492,GSM4758493	33509260
nc049006	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta rco-3  Glucose0.05%  	GSM4758494,GSM4758495	33509260
nc049007	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta rco-3  Glucose0.5%  	GSM4758496,GSM4758497	33509260
nc049008	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta rco-3  Glucose2.0%  	GSM4758498,GSM4758499	33509260
nc049009	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta col-26  No carbon  	GSM4758500,GSM4758501	33509260
nc049010	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta col-26  Glucose0.05%  	GSM4758502,GSM4758503	33509260
nc049011	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta col-26  Glucose0.5%  	GSM4758504,GSM4758505	33509260
nc049012	GSE157186	RCO-3 and COL-26 form an external-to-internal module that regulates the dual-affinity glucose transport system in Neurospora crassa	Delta col-26  Glucose2.0%  	GSM4758506,GSM4758507	33509260
nc050001	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	OR74A Constant light   	GSM4558135,GSM4558136,GSM4558137	33468665
nc050002	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	iaf-1 Constant light   	GSM4558138,GSM4558139,GSM4558140	33468665
nc050003	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	iaf-2 Constant light   	GSM4558141,GSM4558142,GSM4558143	33468665
nc050004	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	acf Constant light   	GSM4558144,GSM4558145,GSM4558146	33468665
nc050005	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	acf; iaf-1; iaf-2 Constant light   	GSM4558147,GSM4558148,GSM4558149	33468665
nc050006	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	OR74A Constant light   	GSM4558150,GSM4558151,GSM4558152	33468665
nc050007	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	set-7 Constant light   	GSM4558153,GSM4558154,GSM4558155	33468665
nc050008	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	acf Constant light   	GSM4558156,GSM4558157,GSM4558158	33468665
nc050009	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	wild type Constant light   	GSM4909879,GSM4909880,GSM4909881	33468665
nc050010	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	Disw Constant light   	GSM4909882,GSM4909883,GSM4909884	33468665
nc050011	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	Dacf; Diaf-1 Constant light   	GSM4909885,GSM4909886,GSM4909887	33468665
nc050012	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	Dacf; Diaf-2 Constant light   	GSM4909888,GSM4909889,GSM4909890	33468665
nc050013	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	Diaf-1; Diaf-2 Constant light   	GSM4909891,GSM4909892	33468665
nc050014	GSE150758	IMITATION SWITCH is required for normal chromatin structure and gene repression in PRC2 target domains	Dacf; Diaf-1;Diaf-2 Constant light   	GSM4909893,GSM4909894,GSM4909895	33468665
nc051001	GSE173890	Aspects of the Neurospora crassa sulfur starvation response are revealed by transcriptional profiling and DNA affinity purification sequencing	FGSC 4200 24um sulfate   24h	GSM5282408,GSM5282409,GSM5282410	34523983
nc051002	GSE173890	Aspects of the Neurospora crassa sulfur starvation response are revealed by transcriptional profiling and DNA affinity purification sequencing	Delta cys-3 24um sulfate   24h	GSM5282411,GSM5282412,GSM5282413	34523983
nc051003	GSE173890	Aspects of the Neurospora crassa sulfur starvation response are revealed by transcriptional profiling and DNA affinity purification sequencing	FGSC 4200 Sulfur starvation   24h	GSM5282414,GSM5282415,GSM5282416	34523983
